,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.connect,timings.blocked,timings.receive,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:18:42.407+03:00,GET,https://www.flixster.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,921,22641,,,164,2,1622,2035,0,31,1986,104.97.146.233,,3856,,
1,,2019-10-08T16:18:44.076+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/BoxOfficePage.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,985,6862,,,-1,1,89,-1,-1,0,-1,104.97.146.233,,91,,
2,,2019-10-08T16:18:44.172+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/_app.js,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,1132,24399,,,-1,0,145,-1,-1,2,-1,104.97.146.233,,148,,
3,,2019-10-08T16:18:44.278+03:00,GET,https://www.flixster.com/_next/static/runtime/webpack-3df6523e264ff2ac6548.js,HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,985,738,,,0,1,104,188,0,2,157,104.97.146.233,,296,,
4,,2019-10-08T16:18:44.279+03:00,GET,https://www.flixster.com/_next/static/chunks/commons.586d48eef463613fcacf.js,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,1134,348718,,,1,1,149,189,0,221,159,104.97.146.233,,562,,
5,,2019-10-08T16:18:44.281+03:00,GET,https://www.flixster.com/_next/static/runtime/main-4948c83ba21cd5469cba.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,1130,4918,,,0,1,113,193,0,3,153,104.97.146.233,,311,,
6,,2019-10-08T16:18:44.282+03:00,GET,https://www.flixster.com/static/logo/logo_Desktop.svg,HTTP/1.1,568,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,1105,214320,,,0,1,150,194,0,187,154,104.97.146.233,,534,,
7,,2019-10-08T16:18:44.283+03:00,GET,https://www.flixster.com/static/logo/logo_Mobile.svg,HTTP/1.1,567,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,1105,206694,,,0,1,145,193,0,187,155,104.97.146.233,,527,,
8,,2019-10-08T16:18:46.202+03:00,GET,https://www.flixster.com/static/fonts/proximanova-regular-webfont.woff2,HTTP/1.1,581,0,,200,OK,HTTP/1.1,0,application/font-woff2,,,920,22144,,,-1,0,141,-1,-1,5,-1,104.97.146.233,,147,,
9,,2019-10-08T16:18:46.202+03:00,GET,https://www.flixster.com/static/fonts/proximanova-semibold-webfont.woff2,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,application/font-woff2,,,920,21576,,,-1,0,147,-1,-1,2,-1,104.97.146.233,,150,,
10,,2019-10-08T16:18:48.424+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/AtHomePage.js,HTTP/1.1,558,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,986,13244,,,-1,1,96,-1,-1,0,-1,104.97.146.233,,98,,
11,,2019-10-08T16:18:48.469+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/LocationPage.js,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,985,7724,,,-1,0,103,-1,-1,0,-1,104.97.146.233,,105,,
12,,2019-10-08T16:18:48.471+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/TheatersPage.js,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,986,11942,,,-1,0,114,-1,-1,0,-1,104.97.146.233,,115,,
13,,2019-10-08T16:18:48.471+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/NewsPage.js,HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,985,2035,,,-1,0,101,-1,-1,0,-1,104.97.146.233,,103,,
14,,2019-10-08T16:18:48.473+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/MoviePage.js,HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,987,33607,,,-1,0,105,-1,-1,7,-1,104.97.146.233,,113,,
15,,2019-10-08T16:18:50.659+03:00,GET,https://cdnssl.clicktale.net/www12/ptc/6cdf825f-4a87-4264-be5e-0d21df7f29c5.js,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,306,11552,,,32,268,619,2499,0,0,2472,104.83.109.102,,3420,,
16,,2019-10-08T16:18:51.202+03:00,GET,https://assets.adobedtm.com/launch-EN93d99d56746548679c2c9d24f8bc7671.min.js,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,439,45340,,,37,1,79,3025,0,56,2996,212.55.188.52,,3199,,
17,,2019-10-08T16:18:51.451+03:00,GET,https://assets.adobedtm.com/extensions/EP6989456eab6f4f618b15e82840ffd69b/AppMeasurement.min.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,418,13098,,,-1,0,56,-1,-1,0,-1,212.55.188.52,,57,,
18,,2019-10-08T16:18:51.647+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17317566_p_v13_aa.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,44077,,,162,1,91,3176,0,82,3147,143.204.192.33,,3513,,
19,,2019-10-08T16:18:51.649+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16240503_p_v13_ac.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,36108,,,0,1,133,487,0,32,450,143.204.192.33,,655,,
20,,2019-10-08T16:18:51.654+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p15791706_p_v13_ay.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,38104,,,165,1,93,3183,0,63,3148,143.204.192.33,,3507,,
21,,2019-10-08T16:18:51.655+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17272055_p_v13_ac.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,44266,,,140,1,113,3209,0,62,3154,143.204.192.33,,3526,,
22,,2019-10-08T16:18:51.678+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p14624901_p_v13_ag.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,11575,,,164,1,100,3208,0,0,3173,143.204.192.33,,3475,,
23,,2019-10-08T16:18:51.793+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16356852_p_v13_ax.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,40503,,,-1,0,85,-1,-1,91,-1,143.204.192.33,,177,,
24,,2019-10-08T16:18:51.818+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p13864403_p_v13_as.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,23404,,,-1,0,92,-1,-1,51,-1,143.204.192.33,,144,,
25,,2019-10-08T16:18:51.826+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16624487_p_v13_aa.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,31556,,,-1,0,130,-1,-1,15,-1,143.204.192.33,,146,,
26,,2019-10-08T16:18:51.834+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16835712_p_v13_ad.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,39685,,,-1,0,86,-1,-1,57,-1,143.204.192.33,,144,,
27,,2019-10-08T16:18:51.841+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16080020_p_v13_ba.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,32210,,,-1,0,134,-1,-1,5,-1,143.204.192.33,,140,,
28,,2019-10-08T16:18:51.967+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p15724355_p_v13_aa.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,9890,,,-1,0,101,-1,-1,0,-1,143.204.192.33,,102,,
