,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.queryString.name,request.url,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,462,HTTP/1.1,GET,,https://the-dots.com/,12255,,,text/html; charset=utf-8,0,635,HTTP/1.1,,200,OK,104.20.55.187,2019-10-10T19:49:09.423+03:00,1751,0,,1494,114,33,4,1410,104
1,,,0,,433,HTTP/1.1,GET,,https://the-dots.com/dist/app.babbb93c.css,69404,,,text/css; charset=UTF-8,0,616,HTTP/1.1,,200,OK,104.20.55.187,2019-10-10T19:49:09.596+03:00,150,-1,,-1,-1,74,1,-1,74
2,,,0,,428,HTTP/1.1,GET,,https://the-dots.com/dist/vendors.bundle.95ae2738.js,308105,,,application/javascript; charset=UTF-8,0,631,HTTP/1.1,,200,OK,104.20.55.187,2019-10-10T19:49:09.788+03:00,382,-1,,-1,-1,302,1,-1,78
3,,,0,,424,HTTP/1.1,GET,,https://the-dots.com/dist/app.bundle.babbb93c.js,607779,,,application/javascript; charset=UTF-8,0,631,HTTP/1.1,,200,OK,104.20.55.187,2019-10-10T19:49:09.795+03:00,575,0,,189,0,291,1,110,92
4,,,0,,352,HTTP/1.1,GET,,https://js.pusher.com/3.2/pusher.min.js,15899,,,application/x-javascript,0,575,HTTP/1.1,,200,OK,13.226.4.236,2019-10-10T19:49:10.693+03:00,1102,0,,1077,7,3,1,1070,12
5,,,0,,479,HTTP/1.1,GET,,https://the-dots.com/static/fonts/Theinhardt-Light.woff,24026,,,application/font-woff,0,611,HTTP/1.1,,200,OK,104.20.55.187,2019-10-10T19:49:10.791+03:00,334,0,,251,0,3,6,188,72
6,,,0,,480,HTTP/1.1,GET,,https://the-dots.com/static/fonts/Theinhardt-Medium.woff,21770,,,application/font-woff,0,611,HTTP/1.1,,200,OK,104.20.55.187,2019-10-10T19:49:10.888+03:00,83,-1,,-1,-1,4,0,-1,78
7,,,0,,369,HTTP/1.1,GET,,https://fullstory.com/s/fs.js,68436,,,application/javascript,0,451,HTTP/1.1,,200,OK,216.239.32.21,2019-10-10T19:49:11.296+03:00,1684,0,,1408,10,152,13,1316,100
8,,,0,,410,HTTP/1.1,GET,,https://cdnjs.cloudflare.com/ajax/libs/rollbar.js/2.2.3/rollbar.min.js,16084,,,application/javascript; charset=utf-8,0,874,HTTP/1.1,,200,OK,104.19.198.151,2019-10-10T19:49:11.307+03:00,1549,0,,1436,7,3,0,1289,101
9,,,0,,364,HTTP/1.1,GET,,https://cdn.mxpnl.com/libs/mixpanel-2-latest.min.js,23725,,,text/javascript,0,817,HTTP/1.1,,200,OK,35.186.235.23,2019-10-10T19:49:11.309+03:00,1623,0,,1460,0,64,2,1395,96
10,,,0,,338,HTTP/1.1,GET,,https://js.stripe.com/v3/,39260,,,application/javascript; charset=utf-8,0,1005,HTTP/1.1,,200,OK,151.101.112.176,2019-10-10T19:49:11.333+03:00,1927,0,,1716,6,124,1,1653,78
11,,,0,,373,HTTP/1.1,GET,value,https://www.googletagmanager.com/gtm.js?id=GTM-NH2FRP&l=_gtm,25891,,,application/javascript; charset=UTF-8,0,624,HTTP/1.1,,200,OK,216.58.210.200,2019-10-10T19:49:11.337+03:00,1644,0,,1483,0,77,1,1396,81
12,,,0,,481,HTTP/1.1,GET,,https://the-dots.com/static/fonts/Theinhardt-Regular.woff,22779,,,application/font-woff,0,610,HTTP/1.1,,200,OK,104.20.55.187,2019-10-10T19:49:11.379+03:00,104,-1,,-1,-1,1,1,-1,101
13,,,0,,396,HTTP/1.1,GET,,https://cdn.amplitude.com/libs/amplitude-5.2.2-min.gz.js,17889,,,application/javascript,0,765,HTTP/1.1,,200,OK,13.226.6.128,2019-10-10T19:49:11.399+03:00,1578,0,,1540,11,7,1,1525,17
14,,,0,,369,HTTP/1.1,GET,value,https://www.googletagmanager.com/gtag/js?id=AW-963774345,27197,,,application/javascript; charset=UTF-8,0,624,HTTP/1.1,,200,OK,216.58.210.200,2019-10-10T19:49:11.744+03:00,119,-1,,-1,-1,37,0,-1,80
15,,,0,,362,HTTP/1.1,GET,value,https://static.hotjar.com/c/hotjar-286277.js?sv=5,0,,,application/javascript,0,563,HTTP/1.1,,200,OK,147.75.100.189,2019-10-10T19:49:12.251+03:00,572,0,,470,7,0,1,397,92
16,,,0,,460,HTTP/1.1,GET,value,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=57b0bc799858f28525e2cbaf73edf1e9&ip=1&_=1570726151677,233,,,application/json,0,433,HTTP/1.1,,200,OK,107.178.240.159,2019-10-10T19:49:12.294+03:00,691,0,,583,6,0,0,510,99
17,,,246,,421,HTTP/1.1,POST,,https://rs.fullstory.com/rec/page,15,,,text/plain; charset=utf-8,0,364,HTTP/1.1,,202,Accepted,35.186.194.58,2019-10-10T19:49:12.431+03:00,906,0,,718,7,0,0,639,179
18,,,0,,1258,HTTP/1.1,GET,value,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly90aGUtZG90cy5jb20vIiwiJGJyb3dzZXJfdmVyc2lvbiI6IDc3LCIkc2NyZWVuX2hlaWdodCI6IDYwMCwiJHNjcmVlbl93aWR0aCI6IDgwMCwibXBfbGliIjogIndlYiIsIiRsaWJfdmVyc2lvbiI6ICIyLjI5LjEiLCJ0aW1lIjogMTU3MDcyNjE1Mi40MDcsImRpc3RpbmN0X2lkIjogIjE2ZGI2OTMwNWNiOGEtMGI5YzdmMjc4NjM0OTEtMTE1YTFiMmQtNzUzMDAtMTZkYjY5MzA1Y2MxYmUiLCIkZGV2aWNlX2lkIjogIjE2ZGI2OTMwNWNiOGEtMGI5YzdmMjc4NjM0OTEtMTE1YTFiMmQtNzUzMDAtMTZkYjY5MzA1Y2MxYmUiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwiJHRpdGxlIjogIlRoZSBDcmVhdGl2ZSBOZXR3b3JrIHwgVGhlIERvdHMiLCIkZXZlbnRfdHlwZSI6ICJwYWdldmlldyIsIiRjZV92ZXJzaW9uIjogMSwiJGhvc3QiOiAidGhlLWRvdHMuY29tIiwiJHBhdGhuYW1lIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570726152408,1,,,application/json,0,497,HTTP/1.1,,200,OK,107.178.240.159,2019-10-10T19:49:12.464+03:00,99,-1,,-1,-1,0,0,-1,98
19,,,0,,358,HTTP/1.1,GET,,https://www.google-analytics.com/analytics.js,17803,,,text/javascript,0,541,HTTP/1.1,,200,OK,172.217.169.46,2019-10-10T19:49:12.538+03:00,962,0,,797,0,8,0,725,154
20,,,0,,359,HTTP/1.1,GET,,https://connect.facebook.net/en_US/fbevents.js,31625,,,application/x-javascript; charset=utf-8,0,1072,HTTP/1.1,,200,OK,157.240.1.23,2019-10-10T19:49:12.933+03:00,1266,0,,1178,7,8,0,1106,71
