,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-12T14:55:29.304+03:00,GET,https://www.onread.com/,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,906,10116,,,45,0,1821,131,1788,172,2,104.24.118.116,,2174,
1,,2019-10-12T14:55:29.564+03:00,GET,https://www.onread.com/assets/3ed9eeed/css/bootstrap.css?v=1434471202,HTTP/1.1,674,0,,200,OK,HTTP/1.1,0,text/css,,,517,19958,,,85,-1,-1,-1,-1,110,1,104.24.118.116,,196,value
2,,2019-10-12T14:55:29.749+03:00,GET,https://www.onread.com/font/lato/lato.css?v=1465990458,HTTP/1.1,659,0,,200,OK,HTTP/1.1,0,text/css,,,516,240,,,0,0,176,0,151,111,1,104.24.118.116,,291,value
3,,2019-10-12T14:55:29.749+03:00,GET,https://www.onread.com/font/font-awesome/font-awesome.css?v=1465990458,HTTP/1.1,675,0,,200,OK,HTTP/1.1,0,text/css,,,516,6203,,,7,0,180,0,145,111,1,104.24.118.116,,300,value
4,,2019-10-12T14:55:29.749+03:00,GET,https://www.onread.com/font/monsterrat/montserrat.css?v=1465990458,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,515,253,,,0,0,177,0,151,104,1,104.24.118.116,,284,value
5,,2019-10-12T14:55:29.749+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.mobile-1.4.5.css?v=1465990458,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/css,,,518,26000,,,43,0,179,0,153,124,1,104.24.118.116,,348,value
6,,2019-10-12T14:55:29.749+03:00,GET,https://www.onread.com/css/buttons.css?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/css,,,518,1653,,,2,0,181,0,155,99,1,104.24.118.116,,284,value
7,,2019-10-12T14:55:29.764+03:00,GET,https://www.onread.com/css/forms.css?v=1467023433,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1646,,,2,-1,-1,-1,-1,123,0,104.24.118.116,,126,value
8,,2019-10-12T14:55:29.889+03:00,GET,https://www.onread.com/css/icons.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1971,,,0,-1,-1,-1,-1,92,0,104.24.118.116,,93,value
9,,2019-10-12T14:55:29.889+03:00,GET,https://www.onread.com/css/main.css?v=1485960792,HTTP/1.1,653,0,,200,OK,HTTP/1.1,0,text/css,,,518,18978,,,31,-1,-1,-1,-1,89,0,104.24.118.116,,122,value
10,,2019-10-12T14:55:29.889+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.css?v=1465990458,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/css,,,515,545,,,0,-1,-1,-1,-1,93,0,104.24.118.116,,94,value
11,,2019-10-12T14:55:29.889+03:00,GET,https://www.onread.com/css/bootstrap.css?v=1465990458,HTTP/1.1,658,0,,200,OK,HTTP/1.1,0,text/css,,,517,4054,,,2,-1,-1,-1,-1,101,0,104.24.118.116,,104,value
12,,2019-10-12T14:55:29.905+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,807,,,0,-1,-1,-1,-1,101,0,104.24.118.116,,103,value
13,,2019-10-12T14:55:29.921+03:00,GET,https://www.onread.com/js/mCustomScrollbar/jquery.mCustomScrollbar.css?v=1465990458,HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,text/css,,,516,5421,,,2,-1,-1,-1,-1,91,0,104.24.118.116,,95,value
14,,2019-10-12T14:55:29.999+03:00,GET,https://www.onread.com/js/noos-select/jquery.noos.select.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,728,,,0,-1,-1,-1,-1,89,0,104.24.118.116,,90,value
15,,2019-10-12T14:55:30.014+03:00,GET,https://www.onread.com/js/poshytip/tip-basic/tip-basic.css?v=1465990458,HTTP/1.1,676,0,,200,OK,HTTP/1.1,0,text/css,,,516,562,,,0,-1,-1,-1,-1,90,0,104.24.118.116,,91,value
16,,2019-10-12T14:55:30.014+03:00,GET,https://www.onread.com/js/fancybox-2.1.5/jquery.fancybox.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,1257,,,41,-1,-1,-1,-1,94,0,104.24.118.116,,137,value
17,,2019-10-12T14:55:30.030+03:00,GET,https://www.onread.com/css/popup.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1402,,,0,-1,-1,-1,-1,118,0,104.24.118.116,,119,value
18,,2019-10-12T14:55:30.030+03:00,GET,https://www.onread.com/assets/37e991fb/authchoice.css?v=1485418581,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,516,272,,,0,-1,-1,-1,-1,115,0,104.24.118.116,,117,value
19,,2019-10-12T14:55:34.561+03:00,GET,https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/css,,,477,8056,,,6,0,4954,27,4933,207,0,209.197.3.24,,5197,
20,,2019-10-12T14:55:36.358+03:00,GET,https://www.onread.com/assets/c9f2659e/yii.js?v=1483524792,HTTP/1.1,648,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,4646,,,0,-1,-1,-1,-1,120,0,104.24.118.116,,121,value
21,,2019-10-12T14:55:36.380+03:00,GET,https://www.onread.com/js/epub/build/libs/zip.min.js?v=1465990458,HTTP/1.1,655,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,548,23186,,,30,-1,-1,-1,-1,118,0,104.24.118.116,,149,value
22,,2019-10-12T14:55:36.382+03:00,GET,https://code.jquery.com/ui/1.11.4/jquery-ui.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,509,114093,,,163,-1,-1,-1,-1,86,0,209.197.3.24,,250,
23,,2019-10-12T14:55:36.385+03:00,GET,https://www.onread.com/js/jquery.mousewheel.js?v=1465990458,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,544,846,,,0,-1,-1,-1,-1,100,0,104.24.118.116,,101,value
24,,2019-10-12T14:55:36.385+03:00,GET,https://www.onread.com/js/jquery.dotdotdot.min.js?v=1465990458,HTTP/1.1,652,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,545,2543,,,1,-1,-1,-1,-1,98,0,104.24.118.116,,100,value
25,,2019-10-12T14:55:36.426+03:00,GET,https://www.onread.com/assets/e031c2e3/jquery.js?v=1463765083,HTTP/1.1,651,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,547,73205,,,121,-1,-1,-1,-1,125,0,104.24.118.116,,248,value
26,,2019-10-12T14:55:36.436+03:00,GET,https://files.onread.com/781655/thumbs/152x264/unlucky-13.jpg,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,image/jpeg,,,591,29979,,,55,0,6765,86,6728,143,0,104.24.119.116,,7052,
