,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.queryString.name,request.url,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,470,HTTP/1.1,GET,,https://www.reverbnation.com/,25757,,,text/html; charset=utf-8,0,1075,HTTP/1.1,,200,OK,52.52.116.70,2019-10-10T19:16:13.673+03:00,2988,0,,2379,79,17,6,2152,505
1,,,0,,422,HTTP/1.1,GET,value,"https://fonts.googleapis.com/css?family=Roboto:100,300,300italic,400,400italic,500,700",838,,,text/css; charset=utf-8,0,657,HTTP/1.1,,200,OK,172.217.169.10,2019-10-10T19:16:15.243+03:00,1061,0,,952,5,2,8,873,91
2,,,0,,440,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/v3/main.css,1475,,,text/css,0,491,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.377+03:00,3840,0,,994,70,2,1,926,2771
3,,,0,,438,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_required-datauri.css,16434,,,text/css,0,493,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.382+03:00,1135,0,,984,69,9,4,917,67
4,,,0,,442,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/zurb_foundation-datauri.css,32784,,,text/css,0,493,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.383+03:00,1145,0,,982,68,23,1,915,68
5,,,0,,440,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_foundation-datauri.css,73760,,,text/css,0,493,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.389+03:00,1280,0,,1011,72,98,1,945,97
6,,,0,,464,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/rn_foundation/modules/marketing.css,24784,,,text/css,0,493,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.392+03:00,1174,0,,1020,71,3,1,952,77
7,,,0,,412,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v3_common.js,212381,,,application/javascript,0,508,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.396+03:00,1302,0,,1022,60,123,6,954,89
8,,,0,,415,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/video_player.js,629,,,application/javascript,0,503,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.574+03:00,68,-1,,-1,-1,0,7,-1,60
9,,,0,,415,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/music_player.js,9419,,,application/javascript,0,505,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.574+03:00,63,-1,,-1,-1,2,0,-1,60
10,,,0,,534,HTTP/1.1,GET,value,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/575/original/resize:800x400/crop:x0y0w800h400/hash:1570640008/disc-final-photo.jpg?1570640008,9856,,,image/jpeg,0,356,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.710+03:00,63,-1,,-1,-1,1,2,-1,59
11,,,0,,533,HTTP/1.1,GET,value,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/573/original/resize:400x400/crop:x0y0w400h400/hash:1570451684/how-mix-guitars.jpg?1570451684,18230,,,image/jpeg,0,357,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.729+03:00,70,-1,,-1,-1,2,0,-1,67
12,,,0,,412,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v3_extras.js,120660,,,application/javascript,0,508,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.817+03:00,135,-1,,-1,-1,74,0,-1,59
13,,,0,,413,HTTP/1.1,GET,,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/foundation.js,43552,,,application/javascript,0,507,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.843+03:00,76,-1,,-1,-1,13,2,-1,60
14,,,0,,538,HTTP/1.1,GET,value,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/572/original/resize:400x400/crop:x0y0w400h400/hash:1570451575/stay-healthy-on-road.jpg?1570451575,10940,,,image/jpeg,0,357,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.971+03:00,64,-1,,-1,-1,0,1,-1,61
15,,,0,,525,HTTP/1.1,GET,value,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/510/original/resize:400x400/crop:x0y0w400h400/hash:1557152380/merchly.jpg?1557152380,13776,,,image/jpeg,0,357,HTTP/1.1,,200,OK,93.184.220.20,2019-10-10T19:16:15.989+03:00,63,-1,,-1,-1,1,0,-1,60
