,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.ssl,timings.dns,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T13:26:34.339+03:00,GET,https://www.sporcle.com/,HTTP/1.1,1747,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1007,19374,,,-1,-1,2,373,-1,-1,1,13.225.249.90,,377,,
1,,2019-10-11T13:26:34.675+03:00,GET,https://events.bouncex.net/track.gif/endpageview?pageview:url=https%253A%252F%252Fwww.sporcle.com%252F&pageview:customvariables=%7B%22interstitial_absent%22%3Atrue%2C%22quiz_completed%22%3Afalse%2C%22sporcle_orange_user%22%3Afalse%2C%22quiz_running%22%3Afalse%7D&pageview:event=beforeunload&perf:times=%7B%22startTime%22%3A1570789564058%2C%22tag%22%3A4280%2C%22init1request%22%3A4815%2C%22init1%22%3A5453%7D&mode=0&websiteid=2490&visitid=1570790479908485&deviceid=580313736356680506&pageviewid=4&sequenceid=37&clienttimestamp=1570789594279&clientapiversion=tag3&device=d&source=web&agent=user,HTTP/1.1,934,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,0,322,0,203,299,0,0,35.190.62.200,,527,value,
2,,2019-10-11T13:26:34.216+03:00,CONNECT,https://c.pub.network,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,584,0,0,-1,0,0,35.226.36.58,,584,,Unable to connect to host
3,,2019-10-11T13:26:34.848+03:00,GET,https://www.sporcle.com/style/main.css?v=10322,HTTP/1.1,1660,0,,200,OK,HTTP/1.1,0,text/css,,,520,16109,,,-1,-1,26,91,-1,-1,1,13.225.249.90,,118,value,
4,,2019-10-11T13:26:35.049+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssxgypH3mX7XSAZmUqRk4S1zY821D5VRsbtyfdjvazVJziUu2Z5n6dbHMT19b2HVp8GO9XnubBh0AgxZcXfNFPYF4unl26gbSPcw5VIoqU&sig=Cg0ArKJSzGlnxQiopHuaEAE&adk=3241475122&tt=398&bs=793%2C579&mtos=10218,10218,10218,10218,10218&tos=10218,0,0,0,0&p=5,33,95,761&mcvt=10218&rs=3&ht=0&tfs=15522&tls=25740&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=15471&niot_cbk=15494&md=2&lm=2&rst=1570789584360&rpt=2&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=25344&bin=1&deb=1-4-5-291-229-18-930-227-0-0-0&tvt=25732&r=u&id=osdtos&vs=4&uc=93&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,985,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,282,0,97,253,0,0,172.217.21.226,,381,value,
5,,2019-10-11T13:26:35.050+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvud03ZYOhwPmguaw8BsNgBebMFgIIozJwz-kt5el-8NJ3w6n6cHT6jh8RCqDAgnyAJ9VM389MnPsz9AuhV1jjYhy7Y836yQYIBPbmYfm4&sig=Cg0ArKJSzH7CbrXMo-JSEAE&adk=1271645335&tt=398&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=5789,20,6039,320&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=14&niot_cbk=28&md=2&lm=2&rst=1570789568713&rpt=189&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=25344&bin=1&deb=1-4-5-291-229-18-930-227-0-0-0&tvt=25732&r=u&id=osdim&vs=3&uc=228&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,939,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,261,0,95,233,0,0,172.217.21.226,,357,value,
6,,2019-10-11T13:26:35.072+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvud03ZYOhwPmguaw8BsNgBebMFgIIozJwz-kt5el-8NJ3w6n6cHT6jh8RCqDAgnyAJ9VM389MnPsz9AuhV1jjYhy7Y836yQYIBPbmYfm4&sig=Cg0ArKJSzH7CbrXMo-JSEAE&adk=1271645335&tt=398&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=5789,20,6039,320&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=14&niot_cbk=28&md=2&lm=2&rst=1570789568713&rpt=189&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=25344&bin=1&deb=1-4-5-291-229-18-930-227-0-0-0&tvt=25732&r=u&id=osdtos&vs=3&uc=228&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,280,0,93,247,0,0,172.217.21.226,,375,value,
7,,2019-10-11T13:26:35.110+03:00,GET,https://www.sporcle.com/style/homepage.css?v=10207,HTTP/1.1,1664,0,,200,OK,HTTP/1.1,0,text/css,,,520,5764,,,-1,-1,6,88,-1,-1,0,13.225.249.90,,96,value,
8,,2019-10-11T13:26:35.112+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstqdgU36k6D6CGf7krvKXpdGL2sTr-gvxOx7ve4FCa4rV4VH-CiTmsGo_bXVocvFSRePJpKMC33Y9BcsUu2bt_sxTqTsz99ZTrwupj3j4k&sig=Cg0ArKJSzH-Fhu7RdOuZEAE&adk=4059531367&tt=6427&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=0,0,250,300&mcvt=0&rs=3&ht=0&mc=0&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=28&niot_cbk=45&md=2&lm=2&rst=1570789585567&rpt=2640&isd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=38&bin=1&deb=1-1-1-28-59-38-60-58-0-0-0&tvt=6436&is=300%2C250&iframe_loc=https%3A%2F%2Fwww.sporcle.com%2F&r=u&id=osdim&vs=3&uc=59&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,977,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,311,0,97,278,0,0,172.217.21.226,,409,value,
9,,2019-10-11T13:26:35.152+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstqdgU36k6D6CGf7krvKXpdGL2sTr-gvxOx7ve4FCa4rV4VH-CiTmsGo_bXVocvFSRePJpKMC33Y9BcsUu2bt_sxTqTsz99ZTrwupj3j4k&sig=Cg0ArKJSzH-Fhu7RdOuZEAE&adk=4059531367&tt=6427&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=0,0,250,300&mcvt=0&rs=3&ht=0&mc=0&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=28&niot_cbk=45&md=2&lm=2&rst=1570789585567&rpt=2640&isd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=38&bin=1&deb=1-1-1-28-59-38-60-58-0-0-0&tvt=6436&is=300%2C250&iframe_loc=https%3A%2F%2Fwww.sporcle.com%2F&r=u&id=osdtos&vs=3&uc=59&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,978,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,93,-1,-1,0,172.217.21.226,,94,value,
10,,2019-10-11T13:26:35.152+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuM0iRGOOepsQbQy-dyk5zkdRSZ_vbc9tUIZyK_bRrCNBqKsDa67CzLctc2FH5TgaYr42eueWdV_dy1F6dLNkg5_4qEbIWWuYKvhGf6JWQ&sig=Cg0ArKJSzGYWRXhB2BRREAE&adk=1318988201&tt=398&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=983,640,1233,940&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=14&niot_cbk=28&md=2&lm=2&rst=1570789568691&rpt=208&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=25344&bin=1&deb=1-4-5-291-229-18-930-227-0-0-0&tvt=25732&r=u&id=osdim&vs=3&uc=229&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,939,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,94,-1,-1,0,172.217.21.226,,94,value,
11,,2019-10-11T13:26:35.170+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuM0iRGOOepsQbQy-dyk5zkdRSZ_vbc9tUIZyK_bRrCNBqKsDa67CzLctc2FH5TgaYr42eueWdV_dy1F6dLNkg5_4qEbIWWuYKvhGf6JWQ&sig=Cg0ArKJSzGYWRXhB2BRREAE&adk=1318988201&tt=398&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=983,640,1233,940&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=14&niot_cbk=28&md=2&lm=2&rst=1570789568691&rpt=208&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=25344&bin=1&deb=1-4-5-291-229-18-930-227-0-0-0&tvt=25732&r=u&id=osdtos&vs=3&uc=229&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,96,-1,-1,0,172.217.21.226,,97,value,
12,,2019-10-11T13:26:35.214+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsu0CPOPd-yWjTlaAZH2XiekBHbzHXcfW3CIfAP7BgeBKVeo02K9BI1F7KpcP5H2-mRw7R1gKIxgGAXg7vlESxjLxNt-kdyIM-Lo8zq5I_g&sig=Cg0ArKJSzFm1V28Qxmk3EAE&adk=3395509772&tt=398&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=4678,640,4928,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=13&niot_cbk=28&md=2&lm=2&rst=1570789568662&rpt=245&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=25344&bin=1&deb=1-4-5-291-229-18-930-227-0-0-0&tvt=25732&r=u&id=osdim&vs=3&uc=229&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,939,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,96,-1,-1,0,172.217.21.226,,97,value,
13,,2019-10-11T13:26:35.247+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,467,308,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,0,422,0,197,390,90,0,143.204.194.151,,711,,
14,,2019-10-11T13:26:35.250+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsu0CPOPd-yWjTlaAZH2XiekBHbzHXcfW3CIfAP7BgeBKVeo02K9BI1F7KpcP5H2-mRw7R1gKIxgGAXg7vlESxjLxNt-kdyIM-Lo8zq5I_g&sig=Cg0ArKJSzFm1V28Qxmk3EAE&adk=3395509772&tt=398&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=4678,640,4928,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=13&niot_cbk=28&md=2&lm=2&rst=1570789568662&rpt=245&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8290&ss=800%2C600&pt=25344&bin=1&deb=1-4-5-291-229-18-930-227-0-0-0&tvt=25732&r=u&id=osdtos&vs=3&uc=229&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191009",HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,95,-1,-1,0,172.217.21.226,,96,value,
15,,2019-10-11T13:26:35.267+03:00,GET,https://s.ntv.io/serve/load.js,HTTP/1.1,346,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,657,90049,,,0,208,125,89,181,26,0,212.55.190.81,,450,,
16,,2019-10-11T13:26:35.269+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,467,304,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,0,443,0,175,411,96,0,143.204.194.151,,717,,
17,,2019-10-11T13:26:35.275+03:00,GET,https://a.pub.network/sporcle-com/pubfig.min.js,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,application/javascript,,,917,116831,,,0,415,421,139,389,0,0,104.25.192.114,,977,,
18,,2019-10-11T13:26:35.526+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,456,335,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,0,361,0,235,340,0,0,143.204.194.151,,598,,
19,,2019-10-11T13:26:35.542+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17803,,,0,383,112,114,356,0,0,216.58.206.14,,611,,
20,,2019-10-11T13:26:35.712+03:00,POST,https://www.sporcle.com/includes/ajaxqueue.php,HTTP/1.1,1839,1316,,200,OK,HTTP/1.1,0,application/json,,,684,14180,,,-1,-1,123,512,-1,-1,0,13.225.249.90,,636,,
21,,2019-10-11T13:26:35.930+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=181365358&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=&gjid=&cid=1076255631.1570789401&tid=UA-3065665-1&_gid=52193914.1570789401&z=1780292211,HTTP/1.1,704,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,-1,-1,0,107,-1,-1,0,216.58.206.14,,107,value,
22,,2019-10-11T13:26:36.012+03:00,GET,https://script.crazyegg.com/pages/scripts/0011/9717.js,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,748,176,,,0,484,0,99,411,0,0,104.19.148.8,,585,,
