,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-09T18:43:28.577+03:00,GET,https://www.reverbnation.com/,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1075,25707,,,1374,0,31,142,2,560,1333,13.52.134.223,,2111,
1,,2019-10-09T18:43:31.677+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,300italic,400,400italic,500,700",HTTP/1.1,422,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,838,,,2436,0,2,32,0,117,2418,172.217.23.138,,2590,value
2,,2019-10-09T18:43:31.869+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/v3/main.css,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,text/css,,,491,1475,,,2655,0,40,0,1,102,2618,93.184.220.20,,2799,
3,,2019-10-09T18:43:31.886+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_required-datauri.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,493,16434,,,2677,0,1119,0,1,86,2638,93.184.220.20,,3884,
4,,2019-10-09T18:43:31.888+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/zurb_foundation-datauri.css,HTTP/1.1,442,0,,200,OK,HTTP/1.1,0,text/css,,,493,32784,,,2676,0,244,0,0,84,2638,93.184.220.20,,3005,
5,,2019-10-09T18:43:31.890+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_foundation-datauri.css,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,text/css,,,493,73760,,,2680,0,475,0,1,92,2639,93.184.220.20,,3250,
6,,2019-10-09T18:43:31.890+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/rn_foundation/modules/marketing.css,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css,,,493,24784,,,2678,0,220,0,0,92,2640,93.184.220.20,,2992,
7,,2019-10-09T18:43:31.906+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v3_common.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript,,,508,212381,,,2698,0,1248,2,0,97,2657,93.184.220.20,,4047,
8,,2019-10-09T18:43:32.017+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/music_player.js,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,9419,,,-1,-1,606,-1,0,92,-1,93.184.220.20,,699,
9,,2019-10-09T18:43:32.210+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/video_player.js,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,application/javascript,,,503,629,,,-1,-1,1,-1,1,86,-1,93.184.220.20,,89,
