,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T18:49:54.225+03:00,GET,https://www.onread.com/,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,906,9737,,,3,177,98,3590,0,3625,35,104.24.118.116,,3941,
1,,2019-10-11T18:49:54.478+03:00,GET,https://www.onread.com/assets/3ed9eeed/css/bootstrap.css?v=1434471202,HTTP/1.1,674,0,,200,OK,HTTP/1.1,0,text/css,,,517,19958,,,3,112,-1,-1,-1,-1,56,104.24.118.116,,172,value
2,,2019-10-11T18:49:54.667+03:00,GET,https://www.onread.com/font/lato/lato.css?v=1465990458,HTTP/1.1,659,0,,200,OK,HTTP/1.1,0,text/css,,,516,240,,,2,95,0,141,0,177,1,104.24.118.116,,277,value
3,,2019-10-11T18:49:54.668+03:00,GET,https://www.onread.com/font/monsterrat/montserrat.css?v=1465990458,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,515,253,,,1,92,0,140,0,176,1,104.24.118.116,,271,value
4,,2019-10-11T18:49:54.669+03:00,GET,https://www.onread.com/css/buttons.css?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/css,,,518,1653,,,3,98,0,143,0,179,2,104.24.118.116,,283,value
5,,2019-10-11T18:49:54.669+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.mobile-1.4.5.css?v=1465990458,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/css,,,518,26000,,,3,105,0,143,0,179,38,104.24.118.116,,326,value
6,,2019-10-11T18:49:54.670+03:00,GET,https://www.onread.com/font/font-awesome/font-awesome.css?v=1465990458,HTTP/1.1,675,0,,200,OK,HTTP/1.1,0,text/css,,,516,6203,,,0,125,-1,-1,-1,-1,0,104.24.118.116,,127,value
7,,2019-10-11T18:49:54.671+03:00,GET,https://www.onread.com/css/forms.css?v=1467023433,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1646,,,0,100,0,136,0,177,2,104.24.118.116,,280,value
8,,2019-10-11T18:49:54.825+03:00,GET,https://www.onread.com/css/main.css?v=1485960792,HTTP/1.1,653,0,,200,OK,HTTP/1.1,0,text/css,,,518,18978,,,0,144,-1,-1,-1,-1,9,104.24.118.116,,154,value
9,,2019-10-11T18:49:54.825+03:00,GET,https://www.onread.com/css/bootstrap.css?v=1465990458,HTTP/1.1,658,0,,200,OK,HTTP/1.1,0,text/css,,,517,4054,,,0,142,-1,-1,-1,-1,2,104.24.118.116,,145,value
10,,2019-10-11T18:49:54.825+03:00,GET,https://www.onread.com/css/icons.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1971,,,0,138,-1,-1,-1,-1,1,104.24.118.116,,140,value
11,,2019-10-11T18:49:54.826+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.css?v=1465990458,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/css,,,515,545,,,0,145,-1,-1,-1,-1,3,104.24.118.116,,149,value
12,,2019-10-11T18:49:54.828+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,807,,,0,137,-1,-1,-1,-1,0,104.24.118.116,,138,value
13,,2019-10-11T18:49:54.828+03:00,GET,https://www.onread.com/js/mCustomScrollbar/jquery.mCustomScrollbar.css?v=1465990458,HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,text/css,,,516,5421,,,0,140,-1,-1,-1,-1,0,104.24.118.116,,141,value
14,,2019-10-11T18:49:54.993+03:00,GET,https://www.onread.com/js/poshytip/tip-basic/tip-basic.css?v=1465990458,HTTP/1.1,676,0,,200,OK,HTTP/1.1,0,text/css,,,516,562,,,0,105,-1,-1,-1,-1,0,104.24.118.116,,106,value
15,,2019-10-11T18:49:54.993+03:00,GET,https://www.onread.com/js/noos-select/jquery.noos.select.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,728,,,0,116,-1,-1,-1,-1,0,104.24.118.116,,117,value
16,,2019-10-11T18:49:54.993+03:00,GET,https://www.onread.com/js/fancybox-2.1.5/jquery.fancybox.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,1257,,,0,115,-1,-1,-1,-1,0,104.24.118.116,,117,value
17,,2019-10-11T18:49:54.994+03:00,GET,https://www.onread.com/css/popup.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1402,,,0,111,-1,-1,-1,-1,2,104.24.118.116,,115,value
18,,2019-10-11T18:49:54.994+03:00,GET,https://www.onread.com/assets/37e991fb/authchoice.css?v=1485418581,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,516,272,,,0,115,-1,-1,-1,-1,0,104.24.118.116,,116,value
