,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.ssl,timings.dns,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T16:02:13.695+03:00,GET,http://www.shadyurl.com/,HTTP/1.1,635,0,,200,OK,HTTP/1.1,0,text/html,,,220,1398,,,258,0,-1,-1,0,-1,33,45.55.57.141,,292,,
1,,2019-10-09T16:02:14.003+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsu58WnPn6AUEhGvyrqw4fn8NK9qWgedpMoMjHaiYno8rb8AMPYaK3YEoBgETBHDrzOtnge2nWERLQPg2-8xtDUfw8V3X0X7vrxpj-x3nudRiILfeHU&sai=AMfl-YQTpF2vBNAgaLqPoHmP8RazvUAufB_-FZH8vv7d1Jei0YJNuDo6B2cIxJZfoj4e-gkk2xMvQbGqzt23&sig=Cg0ArKJSzMttIhPNUlGZEAE&adk=3067955866&tt=207&bs=779%2C600&mtos=17715,17715,17715,17715,17715&tos=17715,0,0,0,0&p=481,40,571,768&mcvt=17715&rs=1&ht=0&tfs=124&tls=17839&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=16&niot_cbk=28&md=2&lm=2&rst=1570626108426&dlt=420&rpt=7753&isd=0&msd=0&oseid=2&xdi=0&ps=779%2C787&ss=800%2C600&pt=17632&bin=1&deb=1-1-1-76-170-24-176-169-0-0-0&tvt=17822&r=u&id=osdtos&vs=4&uc=170&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=726x88&itpl=14&v=20191007",HTTP/1.1,1981,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,114,0,-1,-1,0,-1,-1,216.58.210.2,,116,value,
2,,2019-10-09T16:02:14.016+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,101,0,-1,-1,0,-1,-1,172.217.18.4,,102,,
3,,2019-10-09T16:02:14.034+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shadyurl.com,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,97,0,-1,-1,1,-1,-1,216.58.205.226,,99,value,
4,,2019-10-09T16:02:14.034+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shadyurl.com,HTTP/1.1,577,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,97,0,-1,-1,0,-1,-1,172.217.22.98,,98,value,
5,,2019-10-09T16:02:14.075+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,630,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,92,0,-1,-1,17,-1,-1,216.58.210.2,,110,,
6,,2019-10-09T16:02:14.106+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,118,0,-1,-1,38,-1,-1,172.217.22.98,,157,value,
7,,2019-10-09T16:02:14.115+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,83,0,-1,-1,49,-1,-1,216.58.206.14,,134,,
8,,2019-10-09T16:02:14.143+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,90,0,-1,-1,47,-1,-1,172.217.22.67,,138,,
9,,2019-10-09T16:02:14.188+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-4024816092700504&output=html&h=90&slotname=9259435428&adk=3067955866&adf=4213546633&w=728&lmt=1570626134&guci=2.2.0.0.2.2.0.0&url=http%3A%2F%2Fwww.shadyurl.com%2F&flash=0&wgl=1&dt=1570626134023&bpp=50&bdt=12&fdt=52&idt=52&shv=r20191003&cbv=r20190131&saldr=sa&abxe=1&correlator=1337027269963&frm=20&pv=2&ga_vid=366359214.1570626108&ga_sid=1570626108&ga_hid=1848773646&ga_fc=1&iag=0&icsg=162&dssz=6&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=40&ady=481&biw=779&bih=600&scr_x=0&scr_y=0&eid=151527024%2C151527224%2C182982100%2C182982300%2C368885003&oid=3&pvsid=796680825106765&pem=482&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.7guqx0ayk2gq&xpc=c6jiesrSvJ&p=http%3A//www.shadyurl.com&dtd=74,HTTP/1.1,1443,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,21311,,,421,0,-1,-1,37,-1,-1,216.58.210.2,,459,value,
