,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.wait,timings.ssl,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T18:58:21.845+03:00,GET,https://www.onread.com/,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,906,9965,,,0,1891,28,98,170,1858,2,104.24.118.116,,2192,,
1,,2019-10-11T18:58:22.084+03:00,GET,https://www.onread.com/assets/3ed9eeed/css/bootstrap.css?v=1434471202,HTTP/1.1,674,0,,200,OK,HTTP/1.1,0,text/css,,,517,19958,,,-1,-1,37,-1,99,-1,1,104.24.118.116,,138,value,
2,,2019-10-11T18:58:22.227+03:00,GET,https://www.onread.com/font/lato/lato.css?v=1465990458,HTTP/1.1,659,0,,200,OK,HTTP/1.1,0,text/css,,,516,240,,,-1,-1,1,-1,88,-1,0,104.24.118.116,,90,value,
3,,2019-10-11T18:58:22.237+03:00,GET,https://www.onread.com/font/monsterrat/montserrat.css?v=1465990458,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,515,253,,,0,142,1,0,107,116,1,104.24.118.116,,253,value,
4,,2019-10-11T18:58:22.241+03:00,GET,https://www.onread.com/font/font-awesome/font-awesome.css?v=1465990458,HTTP/1.1,675,0,,200,OK,HTTP/1.1,0,text/css,,,516,6203,,,0,154,13,0,104,120,1,104.24.118.116,,273,value,
5,,2019-10-11T18:58:22.241+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.mobile-1.4.5.css?v=1465990458,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/css,,,518,26000,,,0,147,40,0,120,119,1,104.24.118.116,,309,value,
6,,2019-10-11T18:58:22.248+03:00,GET,https://www.onread.com/css/buttons.css?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/css,,,518,1653,,,0,149,2,0,118,118,1,104.24.118.116,,272,value,
7,,2019-10-11T18:58:22.251+03:00,GET,https://www.onread.com/css/forms.css?v=1467023433,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1646,,,0,155,2,1,112,122,0,104.24.118.116,,272,value,
8,,2019-10-11T18:58:22.327+03:00,GET,https://www.onread.com/css/icons.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1971,,,-1,-1,1,-1,95,-1,1,104.24.118.116,,98,value,
9,,2019-10-11T18:58:22.385+03:00,GET,https://www.onread.com/css/main.css?v=1485960792,HTTP/1.1,653,0,,200,OK,HTTP/1.1,0,text/css,,,518,18978,,,-1,-1,36,-1,107,-1,0,104.24.118.116,,144,value,
10,,2019-10-11T18:58:22.386+03:00,GET,https://www.onread.com/css/bootstrap.css?v=1465990458,HTTP/1.1,658,0,,200,OK,HTTP/1.1,0,text/css,,,517,4054,,,-1,-1,2,-1,103,-1,0,104.24.118.116,,107,value,
11,,2019-10-11T18:58:22.386+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.css?v=1465990458,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/css,,,515,545,,,-1,-1,2,-1,97,-1,0,104.24.118.116,,100,value,
12,,2019-10-11T18:58:22.387+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,807,,,-1,-1,2,-1,128,-1,0,104.24.118.116,,131,value,
13,,2019-10-11T18:58:22.408+03:00,GET,https://www.onread.com/js/mCustomScrollbar/jquery.mCustomScrollbar.css?v=1465990458,HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,text/css,,,516,5421,,,-1,-1,3,-1,112,-1,0,104.24.118.116,,116,value,
14,,2019-10-11T18:58:22.430+03:00,GET,https://www.onread.com/js/noos-select/jquery.noos.select.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,728,,,-1,-1,0,-1,100,-1,0,104.24.118.116,,101,value,
15,,2019-10-11T18:58:22.595+03:00,GET,https://www.onread.com/css/popup.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1402,,,-1,-1,0,-1,99,-1,0,104.24.118.116,,101,value,
16,,2019-10-11T18:58:22.595+03:00,GET,https://www.onread.com/js/poshytip/tip-basic/tip-basic.css?v=1465990458,HTTP/1.1,676,0,,200,OK,HTTP/1.1,0,text/css,,,516,562,,,-1,-1,0,-1,95,-1,0,104.24.118.116,,97,value,
17,,2019-10-11T18:58:22.595+03:00,GET,https://www.onread.com/assets/37e991fb/authchoice.css?v=1485418581,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,516,272,,,-1,-1,0,-1,97,-1,0,104.24.118.116,,98,value,
18,,2019-10-11T18:58:22.597+03:00,GET,https://www.onread.com/js/fancybox-2.1.5/jquery.fancybox.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,1257,,,-1,-1,0,-1,96,-1,0,104.24.118.116,,98,value,
19,,2019-10-11T18:58:24.919+03:00,GET,https://files.onread.com/781655/thumbs/152x264/unlucky-13.jpg,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,29979,,,0,2728,58,92,119,2695,0,104.24.119.116,,2999,,
20,,2019-10-11T18:58:24.943+03:00,GET,https://files.onread.com/782982/thumbs/152x264/city-of-heavenly-fire-cover.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,612,161113,,,0,2752,187,89,108,2718,0,104.24.119.116,,3139,,
21,,2019-10-11T18:58:25.247+03:00,GET,https://www.onread.com/assets/e031c2e3/jquery.js?v=1463765083,HTTP/1.1,651,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,547,73205,,,-1,-1,99,-1,101,-1,0,104.24.118.116,,201,value,
22,,2019-10-11T18:58:25.453+03:00,GET,https://www.onread.com/assets/c9f2659e/yii.js?v=1483524792,HTTP/1.1,648,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,4646,,,-1,-1,1,-1,87,-1,0,104.24.118.116,,89,value,
23,,2019-10-11T18:58:25.547+03:00,GET,https://www.onread.com/js/epub/build/epub.min.js?v=1465990458,HTTP/1.1,651,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,547,26011,,,-1,-1,9,-1,97,-1,0,104.24.118.116,,107,value,
24,,2019-10-11T18:58:25.662+03:00,GET,https://www.onread.com/js/epub/build/libs/zip.min.js?v=1465990458,HTTP/1.1,655,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,548,23186,,,-1,-1,8,-1,114,-1,0,104.24.118.116,,123,value,
25,,2019-10-11T18:58:28.231+03:00,GET,https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/css,,,453,8056,,,0,6100,9,29,106,6068,0,209.197.3.24,,6247,,
26,,2019-10-11T18:58:28.260+03:00,GET,https://code.jquery.com/ui/1.11.4/jquery-ui.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,485,114093,,,0,2465,137,0,104,2449,0,209.197.3.24,,2708,,
27,,2019-10-11T18:58:28.368+03:00,GET,https://www.onread.com/js/jquery.mousewheel.js?v=1465990458,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,544,846,,,-1,-1,0,-1,112,-1,0,104.24.118.116,,113,value,
28,,2019-10-11T18:58:28.368+03:00,GET,https://www.onread.com/js/jquery.dotdotdot.min.js?v=1465990458,HTTP/1.1,652,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,545,2543,,,-1,-1,2,-1,90,-1,0,104.24.118.116,,93,value,
29,,2019-10-11T18:58:28.370+03:00,GET,https://www.onread.com/js/jquery.mobile.custom.min.js?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,545,2735,,,-1,-1,8,-1,101,-1,0,104.24.118.116,,110,value,
30,,2019-10-11T18:58:28.370+03:00,GET,https://www.onread.com/js/jquery.textareaAutoResize.js?v=1465990458,HTTP/1.1,657,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,1404,,,-1,-1,1,-1,103,-1,0,104.24.118.116,,105,value,
31,,2019-10-11T18:58:28.371+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.min.js?v=1465990458,HTTP/1.1,660,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,1739,,,-1,-1,0,-1,95,-1,0,104.24.118.116,,96,value,
