,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.wait,timings.dns,timings.ssl,timings.send,serverIPAddress,comment,time,response._error
44,,2019-10-08T16:54:16.032+03:00,GET,https://aax-eu.amazon-adsystem.com/s/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=rbd_dm_dmx,HTTP/1.1,value,602,0,,200,OK,HTTP/1.1,0,text/html;charset=ISO-8859-1,,,693,191,,,248,0,0,106,0,212,0,52.94.218.7,,355,
45,,2019-10-08T16:54:16.039+03:00,GET,https://ad-delivery.net/beacon.js,HTTP/1.1,,349,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,520,632,,,292,0,0,84,0,271,0,13.224.132.87,,377,
46,,2019-10-08T16:54:16.150+03:00,GET,https://aax-eu.amazon-adsystem.com/s/v3/pr?exlist=rbd_dm_dmx&fv=1.0&a=cm&cm3ppd=1,HTTP/1.1,value,660,0,,200,OK,HTTP/1.1,0,text/html;charset=ISO-8859-1,,,363,383,,,-1,-1,0,115,-1,-1,0,52.94.218.7,,115,
47,,2019-10-08T16:54:16.265+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1780,,,222,0,6,91,0,196,0,157.240.1.23,,320,
48,,2019-10-08T16:54:16.269+03:00,GET,https://apis.google.com/js/api.js?onload=onLoadGoogleAuth2,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4851,,,224,0,3,112,0,193,0,216.58.207.78,,341,
49,,2019-10-08T16:54:16.291+03:00,GET,https://www.sporcle.com/lib/feed/,HTTP/1.1,,1666,0,,200,OK,HTTP/1.1,0,Array,,,406,2578,,,-1,-1,0,90,-1,-1,0,13.225.249.98,,91,
50,,2019-10-08T16:54:16.302+03:00,GET,https://sync.adtelligent.com/csync?redir=https%3A%2F%2Fssp.pub.network%2Fssp-server%2Fcookiesync%3Fuid%3D%5BOUR_USER_COOKIE%5D%26dsp%3D152%26dsp_uid%3D%7Buid%7D,HTTP/1.1,value,613,0,,302,Found,HTTP/1.1,0,,,https://ssp.pub.network/ssp-server/cookiesync?uid=[OUR_USER_COOKIE]&dsp=152&dsp_uid=d36c991eb9195ec5,325,0,,,615,0,0,172,0,582,0,209.205.217.82,,789,
51,,2019-10-08T16:54:16.306+03:00,GET,https://sync.adkernel.com/user-sync?dsp=37&t=image&dspi=1&uid=6X1HIfhn1IZ.AikABlFtq7Of2Q,HTTP/1.1,value,628,0,,200,OK,HTTP/1.1,0,image/gif,,,290,42,,,281,0,0,97,0,252,0,77.245.58.151,,379,
52,,2019-10-08T16:54:16.375+03:00,GET,https://dnlzsmybcpo0z.cloudfront.net/medium/388681.jpg?v=1490825624,HTTP/1.1,value,419,0,,200,OK,HTTP/1.1,0,image/jpeg,,,479,13717,,,328,0,33,438,0,299,0,143.204.192.88,,799,
53,,2019-10-08T16:54:16.522+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570542856289&s=203905&r=%7B%22id%22%3A1570543898%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,958,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,228,0,0,400,0,201,0,212.55.189.217,,629,
54,,2019-10-08T16:54:16.579+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570542856313&s=203905&r=%7B%22id%22%3A1570543898%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,933,0,,200,OK,HTTP/1.1,0,text/javascript,,,963,61,,,218,0,0,146,0,190,0,212.55.189.217,,366,
55,,2019-10-08T16:54:16.584+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570542856317&s=203905&r=%7B%22id%22%3A1570543898%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,933,0,,200,OK,HTTP/1.1,0,text/javascript,,,963,61,,,266,0,0,215,0,239,0,212.55.189.217,,483,
56,,2019-10-08T16:54:16.634+03:00,GET,https://sc.tynt.com/script/sc/dv3UEm-Yir5lQMacwqm_6l.js,HTTP/1.1,,463,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,792,1215,,,293,0,0,96,0,264,0,104.16.88.26,,391,
57,,2019-10-08T16:54:16.667+03:00,GET,https://cluster-na.cdnjquery.com/color/jquery.color-2.1.2.min.js?integrity=btjsonpcallback1570542856202&checksum=%7B%22cbc%22%3A0%2C%22st%22%3A2%2C%22au%22%3A%5B%5D%2C%22hau%22%3A%5B%5D%2C%22ref%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22aa%22%3A3%2C%22pgid%22%3A%221da7de44-e9d3-11e9-81c0-f31b7113ec27%22%2C%22v%22%3A1%2C%22format%22%3A%22jsonp%22%7D&o=https%3A%2F%2Fwww.sporcle.com%2F&csVersion=1.18.7,HTTP/1.1,value,725,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,250,92,,,444,0,0,175,0,418,0,3.222.69.96,,620,
58,,2019-10-08T16:54:16.682+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570542856311&s=203905&r=%7B%22id%22%3A1570543898%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,933,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,249,0,0,145,0,216,0,212.55.189.217,,395,
59,,2019-10-08T16:54:16.686+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570542856302&s=203905&r=%7B%22id%22%3A1570543898%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,958,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,257,0,0,141,0,230,0,212.55.189.217,,398,
60,,2019-10-08T16:54:16.693+03:00,GET,https://ad-delivery.net/px.gif?ch=1&e=0.7272284428246241,HTTP/1.1,value,408,0,,200,OK,HTTP/1.1,0,image/gif,,,486,43,,,392,0,0,81,51,373,0,13.224.132.6,,525,
61,,2019-10-08T16:54:16.712+03:00,GET,https://events.bouncex.net/track.gif/pageview?pageview:url=https%3A%2F%2Fwww.sporcle.com%2F&pageview:customvariables=%7B%22interstitial_absent%22%3A%22true%22%2C%22quiz_completed%22%3A%22false%22%2C%22sporcle_orange_user%22%3A%22false%22%2C%22quiz_running%22%3A%22false%22%7D&pageview:cookiesize=358&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=56&clienttimestamp=1570542856232&clientapiversion=tag3&device=d&source=web&agent=user,HTTP/1.1,value,837,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,387,0,0,204,0,355,0,35.190.62.200,,592,
62,,2019-10-08T16:54:16.717+03:00,GET,https://events.bouncex.net/track.gif/eligible?ad_units=1%2C23%2C24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=57&clienttimestamp=1570542856306&clientapiversion=tag3&device=d,HTTP/1.1,value,620,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,387,0,0,199,0,359,0,35.190.62.200,,587,
63,,2019-10-08T16:54:16.738+03:00,GET,https://qcx.quantserve.com:8443/qchb_notify?type=timeout,HTTP/1.1,value,428,0,,204,No Content,HTTP/1.1,0,,,,29,0,,,-1,-1,0,104,-1,-1,0,91.228.72.6,,104,
64,,2019-10-08T16:54:16.743+03:00,GET,https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.js,HTTP/1.1,,1109,0,,200,OK,HTTP/1.1,0,text/javascript,,,406,932,,,365,0,0,90,0,330,0,104.98.224.44,,457,
65,,2019-10-08T16:54:16.774+03:00,GET,https://ic.tynt.com/b/p?id=dv3UEm-Yir5lQMacwqm_6l&lm=0&ts=1570542856333&dn=TI&iso=0&img=https%3A%2F%2Fdnlzsmybcpo0z.cloudfront.net%2Fimages%2Fbig%2Fdefault.jpg%3Fv%3D10104&t=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&cu=https%3A%2F%2Fwww.sporcle.com%2F,HTTP/1.1,value,727,0,,200,OK,HTTP/1.1,0,image/gif,,,409,35,,,428,0,0,187,0,399,0,208.100.17.182,,616,
66,,2019-10-08T16:54:16.785+03:00,GET,https://pixel.quantserve.com/pixel;r=1070910942;rf=0;a=p-67AnXw_uTFYyc;url=https%3A%2F%2Fwww.sporcle.com%2F;fpan=1;fpa=P0-1846161798-1570542856064;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=800x600x24;enc=n;dst=1;et=1570542856063;tzo=-180;ogl=type.website%2Curl.https%3A%2F%2Fwww%252Esporcle%252Ecom%2Ctitle.Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website%2Cdescription.Play%20thousands%20of%20free%20online%20trivia%20quiz%20games%252E%20There%20is%20a%20fun%20quiz%20about%20virtu%2Cimage.https%3A%2F%2Fdnlzsmybcpo0z%252Ecloudfront%252Enet%2Fimages%2Fbig%2Fdefault%252Ejpg%3Fv%3D10104,HTTP/1.1,,1019,0,,200,OK,HTTP/1.1,0,image/gif,,,259,35,,,505,0,0,112,33,478,0,91.228.74.236,,652,
67,,2019-10-08T16:54:16.801+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=ab698e903daa7d426748466a6805e9d5&ua=modern_es6,HTTP/1.1,value,439,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59064,,,430,0,110,93,0,388,0,157.240.1.23,,634,
68,,2019-10-08T16:54:16.934+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=970x250&request_timestamp=1570542856313&deal_id=NA&price=NA&auction_number=1&ad_unit_id=23&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=58&clienttimestamp=1570542856756&clientapiversion=tag3&device=d,HTTP/1.1,value,765,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,212,-1,-1,0,35.190.62.200,,212,
69,,2019-10-08T16:54:16.964+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,805,483,,204,No Content,HTTP/1.1,0,,,,212,0,,,589,0,0,278,0,565,0,103.231.98.193,,868,
70,,2019-10-08T16:54:16.986+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=300x600&request_timestamp=1570542856317&deal_id=NA&price=NA&auction_number=1&ad_unit_id=24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=59&clienttimestamp=1570542856856&clientapiversion=tag3&device=d,HTTP/1.1,value,765,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,195,-1,-1,0,35.190.62.200,,196,
71,,2019-10-08T16:54:16.987+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=2440467921786016&correlator=2978062597395245&output=ldjh&impl=fifs&adsid=NT&eid=21062833%2C21064592&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A536870920%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191008&iu_parts=15184186%2Csporcle_300_Flex_BTF%2Csporcle_300x250_ATF%2Csporcle_300x250_BTF%2Csporcle_728x90_ATF&enc_prev_ius=%2F0%2F1%2C%2F0%2F2%2C%2F0%2F3%2C%2F0%2F4&prev_iu_szs=300x250%7C300x600%2C300x250%2C300x250%2C728x90&prev_scp=amznbid%3D2%26amznp%3D2%7Camznbid%3D2%26amznp%3D2%7Camznbid%3D2%26amznp%3D2%7Camznbid%3D2%26amznp%3D2&eri=1&cust_params=user-agent%3DChrome%2520Headless%26PageType%3D14%26ul%3D0&cookie=ID%3D043e27a9fbf36706%3AT%3D1570543739%3AS%3DALNI_Mb8PemVsh5OWeiMdw2b_iJkfnbR_Q&bc=31&abxe=1&lmt=1570542856&dt=1570542856540&dlt=1570542853641&idt=1260&frm=20&biw=793&bih=579&oid=3&adxs=640%2C640%2C20%2C33&adys=4699%2C983%2C5470%2C5&adks=3395509772%2C1318988201%2C1271645335%2C3241475122&ucis=1%7C2%7C3%7C4&ifi=1&u_tz=180&u_his=3&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fwww.sporcle.com%2F&dssz=48&icsg=140738193063728&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x266%7C300x4430%7C590x7046%7C728x106&msz=300x250%7C300x250%7C590x250%7C728x90&ga_vid=1679749633.1570542628&ga_sid=1570542857&ga_hid=267401556&fws=0%2C0%2C0%2C0&ohw=0%2C0%2C0%2C0,HTTP/1.1,value,1792,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,954,13014,,,248,0,32,316,0,216,0,172.217.22.98,,598,
72,,2019-10-08T16:54:17.006+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,805,483,,204,No Content,HTTP/1.1,0,,,,212,0,,,582,0,0,269,0,560,0,103.231.98.193,,853,
73,,2019-10-08T16:54:17.019+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,,422,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,902,,,220,0,0,85,0,198,0,104.124.174.167,,306,
74,,2019-10-08T16:54:17.023+03:00,GET,https://hbx.media.net/bxl.js?cid=8CUFH1GPH&dn=www.sporcle.com&version=&https=1,HTTP/1.1,value,776,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,298,6636,,,251,0,0,37,31,211,0,212.55.190.85,,321,
75,,2019-10-08T16:54:17.083+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,805,483,,204,No Content,HTTP/1.1,0,,,,212,0,,,564,0,0,255,0,528,0,103.231.98.193,,820,
76,,2019-10-08T16:54:17.103+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js,HTTP/1.1,,472,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,405,0,57,131,0,382,0,172.217.22.98,,595,
77,,2019-10-08T16:54:17.145+03:00,GET,https://cdn.districtm.io/ids/?sellerid=10002&r=https%3A%2F%2Faax-eu.amazon-adsystem.com%2Fs%2Fecm3%3Fex%3Ddmx.com%26id%3D%7BUID%7D,HTTP/1.1,value,924,0,,200,OK,HTTP/1.1,0,text/html,,,500,80,,,263,0,0,175,0,229,0,104.16.190.66,,439,
78,,2019-10-08T16:54:17.155+03:00,GET,https://ib.adnxs.com/getuid?https://aax-eu.amazon-adsystem.com/s/ecm3?id=$UID&ex=districtm,HTTP/1.1,value,681,0,,200,OK,HTTP/1.1,0,image/gif,,,794,43,,,274,0,0,94,0,237,0,185.33.223.206,,370,
79,,2019-10-08T16:54:17.156+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=900x550&request_timestamp=1570542856311&deal_id=NA&price=NA&auction_number=1&ad_unit_id=1&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=60&clienttimestamp=1570542856858&clientapiversion=tag3&device=d,HTTP/1.1,value,764,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,211,-1,-1,0,35.190.62.200,,212,
80,,2019-10-08T16:54:17.198+03:00,GET,https://s.ntv.io/serve/load.js,HTTP/1.1,,346,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,657,90056,,,240,0,112,101,47,193,0,212.55.190.81,,502,
81,,2019-10-08T16:54:17.201+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&request_number=1&deployment=endcap&requested_ad_units=970x250&request_timestamp=1570542856302&deal_id=NA&price=NA&campaignid=777744&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=61&clienttimestamp=1570542856861&clientapiversion=tag3&device=d,HTTP/1.1,value,754,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,213,-1,-1,0,35.190.62.200,,214,
82,,2019-10-08T16:54:17.203+03:00,GET,https://cdn-sic.33across.com/1/javascripts/sic.js,HTTP/1.1,,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,546,128166,,,263,0,725,116,0,221,0,104.16.39.14,,1105,
83,,2019-10-08T16:54:17.215+03:00,GET,https://ssp.pub.network/ssp-server/cookiesync?uid=[OUR_USER_COOKIE]&dsp=152&dsp_uid=d36c991eb9195ec5,HTTP/1.1,value,581,0,,200,OK,HTTP/1.1,0,application/json,,,136,0,,,441,0,0,201,0,403,0,35.202.179.74,,643,
84,,2019-10-08T16:54:17.222+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth2,client/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,,677,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,543,101170,,,209,0,181,90,2,181,0,216.58.207.78,,484,
85,,2019-10-08T16:54:17.242+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&request_number=1&deployment=endcap&requested_ad_units=900x550&request_timestamp=1570542856289&deal_id=NA&price=NA&campaignid=777740&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=62&clienttimestamp=1570542856929&clientapiversion=tag3&device=d,HTTP/1.1,value,754,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,230,0,0,216,0,201,0,35.190.62.200,,447,
86,,2019-10-08T16:54:17.318+03:00,GET,https://hbx.media.net/checksync.php?&vsSync=1&cs=1&hb=1&cv=37&ndec=1&cid=8CUFH1GPH&prvid=56%2C70%2C77%2C80%2C82%2C97%2C99%2C109%2C111%2C112%2C113%2C139%2C154%2C157%2C159%2C175%2C178%2C10000&https=1,HTTP/1.1,value,1048,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,292,6466,,,143,0,0,47,0,115,0,212.55.190.85,,192,
87,,2019-10-08T16:54:17.331+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=300x600&request_timestamp=1570542856316&price=NA&deal_id=NA&auction_number=1&ad_unit_id=24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=63&clienttimestamp=1570542857247&clientapiversion=tag3&device=d,HTTP/1.1,value,764,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,235,0,0,192,0,203,0,35.190.62.200,,428,
88,,2019-10-08T16:54:17.405+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsuOx8x1SPP4JwnoG4X805Les0BEAC4zKwAIolYszJ0eVUssjQXJAs8oNhl1Cgc9v_YFr-8KPOMq9hTs7TkQ2ROhrI1rS52dv0Z0LdY4keRK0RlFtaGT9Ys4m_NoJBzJaiZ-sCT9BOjV39xsPlBbawrRos1_Xja5Nm7DAzfG8Kz8f_Qmkrycs0yv6YdMv5vYxuiVBEGnIdBPDBn_Ai_mEd1dzBq5JHF6hJvYL6w7ngpKak80U7yxQ8SpsGFngrVWxZ2pgTNW9dJ0uardQCPbrXPkDeuwtb3voeMU&sig=Cg0ArKJSzFbLVdQkQLyHEAE&urlfix=1&adurl=,HTTP/1.1,value,786,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,-1,0,112,-1,-1,0,172.217.22.98,,113,
89,,2019-10-08T16:54:17.467+03:00,GET,https://d.pub.network/rfm/cookie/810cb8fe-bd56-42ab-89d3-a3636b5323c4,HTTP/1.1,,552,0,,200,OK,HTTP/1.1,0,application/json,,,301,3,,,722,0,0,189,0,691,0,35.188.71.214,,912,
90,,2019-10-08T16:54:17.469+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=74484753514&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.sporcle.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,value,558,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,596,0,,,287,0,0,126,31,260,0,31.13.92.36,,446,
91,,2019-10-08T16:54:17.470+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjssDD_nxIgUOR8z5zVnROGawNv9wEenk8o65T2dq00-oiJkrYcm5cQu9AUJOreHheXeX3aRiLm_qMLZcsy0qsDV82yGUGYIv_7aTrjADhmcuu_Uo6kK3u8ImIL6KPZJGk-RPauGpWrNhvg-W9F1ewVzP2vvcUG83AxqugNeoLutq1U2CsUGrKi75bsQAokiERtg3z5cwwcbBSxsFi2BgnqsphlHzd0i92X1zZYgNv6FG03yC6SvwJsfxQkCUGUjrVmRxYgZ5VH_mx5aB&sig=Cg0ArKJSzBsLW6QQQlb1EAE&urlfix=1&adurl=,HTTP/1.1,value,766,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,-1,0,89,-1,-1,0,172.217.22.98,,90,
92,,2019-10-08T16:54:17.474+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=970x250&request_timestamp=1570542856314&price=NA&deal_id=NA&auction_number=1&ad_unit_id=23&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=64&clienttimestamp=1570542857281&clientapiversion=tag3&device=d,HTTP/1.1,value,764,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,197,-1,-1,0,35.190.62.200,,198,
93,,2019-10-08T16:54:17.521+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,value,394,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,-1,-1,41,93,-1,-1,0,216.58.210.2,,135,
94,,2019-10-08T16:54:17.535+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,value,584,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1122,11785,,,334,0,7,91,0,280,0,31.13.92.14,,434,
95,,2019-10-08T16:54:17.540+03:00,GET,https://d.pub.network/classification?siteId=592&pageUrl=https://www.sporcle.com/,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,application/json,,,301,3,,,799,0,0,194,0,767,0,35.188.71.214,,994,
96,,2019-10-08T16:54:17.553+03:00,GET,https://sb.scorecardresearch.com/b?c1=2&c2=23384447&cs_ucfr=1&ns__t=1570542857132&ns_c=UTF-8&cv=3.1e&c8=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&c7=https%3A%2F%2Fwww.sporcle.com%2F&c9=,HTTP/1.1,value,633,0,,204,No Content,HTTP/1.1,0,,,,250,0,,,336,0,0,85,0,295,0,104.124.174.167,,422,
97,,2019-10-08T16:54:17.615+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=900x550&request_timestamp=1570542856309&price=NA&deal_id=NA&auction_number=1&ad_unit_id=1&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=65&clienttimestamp=1570542857508&clientapiversion=tag3&device=d,HTTP/1.1,value,763,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,318,0,0,195,0,289,0,35.190.62.200,,514,
98,,2019-10-08T16:54:17.676+03:00,GET,https://events.bouncex.net/track.gif/eligible?campaignid=777738&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570543699063658&deviceid=7002230633735430898&pageviewid=6&sequenceid=66&clienttimestamp=1570542857515&clientapiversion=tag3&device=d,HTTP/1.1,value,603,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,200,-1,-1,0,35.190.62.200,,200,
99,,2019-10-08T16:54:17.806+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,,539,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,270,0,6,85,2,250,0,216.58.207.65,,365,
100,,2019-10-08T16:54:17.824+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/amp4ads-host-v0.js,HTTP/1.1,,381,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,7119,,,273,0,273,90,14,245,0,172.217.18.1,,653,
101,,2019-10-08T16:54:17.838+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=gpt_sz&r=300x250%7C300x600&w=300&h=250,HTTP/1.1,value,446,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,297,0,0,100,0,272,0,172.217.16.130,,398,
