,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.dns,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T18:50:55.012+03:00,GET,https://www.reverbnation.com/,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1075,25755,,,0,1686,21,566,91,2,1650,52.52.116.70,,2369,
1,,2019-10-11T18:50:59.579+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,300italic,400,400italic,500,700",HTTP/1.1,422,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,838,,,0,3940,2,114,0,0,3911,216.58.207.42,,4058,value
2,,2019-10-11T18:51:00.471+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/v3/main.css,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,text/css,,,491,1475,,,0,4739,45,104,85,1,4690,93.184.220.20,,4976,
3,,2019-10-11T18:51:00.483+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_required-datauri.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,493,16434,,,0,4754,1215,93,88,0,4712,93.184.220.20,,6152,
4,,2019-10-11T18:51:00.487+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/zurb_foundation-datauri.css,HTTP/1.1,442,0,,200,OK,HTTP/1.1,0,text/css,,,493,32784,,,0,4759,218,88,83,1,4708,93.184.220.20,,5151,
5,,2019-10-11T18:51:00.487+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_foundation-datauri.css,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,text/css,,,493,73760,,,0,4757,496,89,84,0,4709,93.184.220.20,,5429,
6,,2019-10-11T18:51:00.493+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/rn_foundation/modules/marketing.css,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css,,,493,24784,,,0,4763,182,90,84,0,4715,93.184.220.20,,5122,
7,,2019-10-11T18:51:00.495+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v3_common.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript,,,508,212381,,,0,4767,1225,89,83,0,4717,93.184.220.20,,6165,
8,,2019-10-11T18:51:00.626+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/music_player.js,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,9419,,,-1,-1,471,95,-1,1,-1,93.184.220.20,,568,
9,,2019-10-11T18:51:00.794+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/video_player.js,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,application/javascript,,,503,629,,,-1,-1,0,95,-1,0,-1,93.184.220.20,,97,
10,,2019-10-11T18:51:00.806+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/575/original/resize:800x400/crop:x0y0w800h400/hash:1570640008/disc-final-photo.jpg?1570640008,HTTP/1.1,534,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,9856,,,-1,-1,235,86,-1,1,-1,93.184.220.20,,322,value
11,,2019-10-11T18:51:00.903+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/573/original/resize:400x400/crop:x0y0w400h400/hash:1570451684/how-mix-guitars.jpg?1570451684,HTTP/1.1,533,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,18230,,,-1,-1,1772,90,-1,1,-1,93.184.220.20,,1863,value
12,,2019-10-11T18:51:01.147+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v3_extras.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript,,,508,120660,,,-1,-1,767,136,-1,0,-1,93.184.220.20,,904,
13,,2019-10-11T18:51:01.998+03:00,POST,https://www.reverbnation.com/api/user/app_events,HTTP/1.1,726,14,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,2,,,-1,-1,0,250,-1,0,-1,52.52.116.70,,251,
14,,2019-10-11T18:51:02.024+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/foundation.js,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,43552,,,-1,-1,366,97,-1,0,-1,93.184.220.20,,465,
15,,2019-10-11T18:51:02.026+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/572/original/resize:400x400/crop:x0y0w400h400/hash:1570451575/stay-healthy-on-road.jpg?1570451575,HTTP/1.1,538,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,10940,,,-1,-1,1375,94,-1,0,-1,93.184.220.20,,1470,value
16,,2019-10-11T18:51:02.027+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/510/original/resize:400x400/crop:x0y0w400h400/hash:1557152380/merchly.jpg?1557152380,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,13776,,,-1,-1,1398,93,-1,0,-1,93.184.220.20,,1492,value
17,,2019-10-11T18:51:02.030+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/homepage_tiles/images/574/original/resize:400x400/crop:x0y0w400h400/hash:1570451819/music-midi-double-edged-sword.jpg?1570451819,HTTP/1.1,547,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,13460,,,-1,-1,355,90,-1,0,-1,93.184.220.20,,446,value
18,,2019-10-11T18:51:02.054+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/spinners/32x32_light.gif,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,image/gif,,,438,3398,,,-1,-1,1,86,-1,0,-1,93.184.220.20,,88,
19,,2019-10-11T18:51:02.146+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/rn_logos/reverbnation_logo_dark_r.svg,HTTP/1.1,495,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,518,1627,,,-1,-1,51,86,-1,0,-1,93.184.220.20,,137,
20,,2019-10-11T18:51:02.287+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/hero-bg-base--medium-up.jpg?1570529779,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,image/jpeg,,,443,161062,,,-1,-1,950,106,-1,0,-1,93.184.220.20,,1057,value
21,,2019-10-11T18:51:02.485+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/spinners/32x32_alt.gif?1570529780,HTTP/1.1,542,0,,200,OK,HTTP/1.1,0,image/gif,,,439,4741,,,-1,-1,297,81,-1,0,-1,93.184.220.20,,379,value
22,,2019-10-11T18:51:02.570+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/fonts/fontawesome/4.7.0/fontawesome-webfont.woff?1570529778,HTTP/1.1,562,0,,200,OK,HTTP/1.1,0,application/font-woff,,,428,98024,,,0,352,610,92,0,1,329,93.184.220.20,,1056,value
23,,2019-10-11T18:51:02.772+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/difference-bg-base--medium-up.jpg?1570529779,HTTP/1.1,588,0,,200,OK,HTTP/1.1,0,image/jpeg,,,442,78684,,,-1,-1,604,184,-1,0,-1,93.184.220.20,,790,value
24,,2019-10-11T18:51:03.583+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/marketing/icons/icon_rn-blog.png?1570529780,HTTP/1.1,554,0,,200,OK,HTTP/1.1,0,image/png,,,437,607,,,-1,-1,0,102,-1,0,-1,93.184.220.20,,103,value
25,,2019-10-11T18:51:03.692+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/common/lib/sync.js?e3ac2274b7,HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,2611,,,-1,-1,29,88,-1,0,-1,93.184.220.20,,118,value
26,,2019-10-11T18:51:03.841+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/header.js?e3ac2274b7,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,506,13986,,,-1,-1,716,90,-1,0,-1,93.184.220.20,,808,value
27,,2019-10-11T18:51:03.946+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/the5am@2x.png,HTTP/1.1,458,0,,200,OK,HTTP/1.1,0,image/png,,,440,12626,,,-1,-1,4,98,-1,0,-1,93.184.220.20,,104,
28,,2019-10-11T18:51:04.013+03:00,GET,https://cdn.mxpnl.com/libs/mixpanel-2.2.min.js,HTTP/1.1,367,0,,200,OK,HTTP/1.1,0,text/javascript,,,816,23725,,,0,1461,231,154,0,0,1428,35.186.235.23,,1848,
29,,2019-10-11T18:51:04.055+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/player.js?e3ac2274b7,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,22856,,,-1,-1,331,83,-1,0,-1,93.184.220.20,,416,value
30,,2019-10-11T18:51:04.488+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/video_player.js?e3ac2274b7,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,6045,,,-1,-1,156,94,-1,0,-1,93.184.220.20,,251,value
31,,2019-10-11T18:51:04.844+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15872,,,0,2601,34,85,37,0,2575,172.217.16.131,,2759,
32,,2019-10-11T18:51:04.849+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmWUlfBBc4.woff2,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15816,,,0,2609,30,89,26,0,2580,172.217.16.131,,2757,
33,,2019-10-11T18:51:04.858+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmSU5fBBc4.woff2,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15784,,,0,2621,31,94,26,1,2589,172.217.16.131,,2774,
34,,2019-10-11T18:51:04.859+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOjCnqEu92Fr1Mu51TjASc6CsQ.woff2,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,17448,,,0,2626,31,98,29,0,2607,172.217.16.131,,2786,
35,,2019-10-11T18:51:04.890+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOkCnqEu92Fr1Mu51xIIzI.woff2,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,17324,,,0,2659,33,89,19,1,2639,172.217.16.131,,2802,
36,,2019-10-11T18:51:05.030+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/default_images/artist_big_thumb.png,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,image/png,,,438,2040,,,-1,-1,1,92,-1,0,-1,93.184.220.20,,94,
