,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-09T17:26:32.156+03:00,GET,https://www.onread.com/,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,906,9914,,,35,0,1845,1,2,1791,214,104.24.119.116,,2099,
1,,2019-10-09T17:26:32.437+03:00,GET,https://www.onread.com/assets/3ed9eeed/css/bootstrap.css?v=1434471202,HTTP/1.1,674,0,,200,OK,HTTP/1.1,0,text/css,,,516,19958,,,40,-1,-1,-1,1,-1,110,104.24.119.116,,152,value
2,,2019-10-09T17:26:32.594+03:00,GET,https://www.onread.com/font/lato/lato.css?v=1465990458,HTTP/1.1,659,0,,200,OK,HTTP/1.1,0,text/css,,,516,240,,,2,-1,-1,-1,1,-1,104,104.24.119.116,,108,value
3,,2019-10-09T17:26:32.607+03:00,GET,https://www.onread.com/font/monsterrat/montserrat.css?v=1465990458,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,515,253,,,0,0,154,0,8,126,94,104.24.119.116,,257,value
4,,2019-10-09T17:26:32.624+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.mobile-1.4.5.css?v=1465990458,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/css,,,518,26000,,,60,0,174,0,1,146,132,104.24.119.116,,368,value
5,,2019-10-09T17:26:32.625+03:00,GET,https://www.onread.com/font/font-awesome/font-awesome.css?v=1465990458,HTTP/1.1,675,0,,200,OK,HTTP/1.1,0,text/css,,,516,6203,,,5,0,174,0,2,135,125,104.24.119.116,,308,value
6,,2019-10-09T17:26:32.626+03:00,GET,https://www.onread.com/css/forms.css?v=1467023433,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,515,1646,,,1,0,174,0,2,139,121,104.24.119.116,,300,value
7,,2019-10-09T17:26:32.628+03:00,GET,https://www.onread.com/css/buttons.css?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/css,,,518,1653,,,1,0,173,0,1,140,136,104.24.119.116,,312,value
8,,2019-10-09T17:26:32.711+03:00,GET,https://www.onread.com/css/icons.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1971,,,1,-1,-1,-1,0,-1,109,104.24.119.116,,111,value
9,,2019-10-09T17:26:32.720+03:00,GET,https://www.onread.com/css/main.css?v=1485960792,HTTP/1.1,653,0,,200,OK,HTTP/1.1,0,text/css,,,518,18978,,,37,-1,-1,-1,0,-1,98,104.24.119.116,,135,value
10,,2019-10-09T17:26:32.756+03:00,GET,https://www.onread.com/css/bootstrap.css?v=1465990458,HTTP/1.1,658,0,,200,OK,HTTP/1.1,0,text/css,,,517,4054,,,3,-1,-1,-1,0,-1,102,104.24.119.116,,105,value
11,,2019-10-09T17:26:32.767+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.css?v=1465990458,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/css,,,515,545,,,0,-1,-1,-1,0,-1,94,104.24.119.116,,96,value
12,,2019-10-09T17:26:32.772+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,807,,,0,-1,-1,-1,0,-1,102,104.24.119.116,,103,value
13,,2019-10-09T17:26:32.827+03:00,GET,https://www.onread.com/js/mCustomScrollbar/jquery.mCustomScrollbar.css?v=1465990458,HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,text/css,,,516,5421,,,2,-1,-1,-1,0,-1,93,104.24.119.116,,96,value
14,,2019-10-09T17:26:32.861+03:00,GET,https://www.onread.com/js/noos-select/jquery.noos.select.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,728,,,0,-1,-1,-1,0,-1,91,104.24.119.116,,92,value
15,,2019-10-09T17:26:32.868+03:00,GET,https://www.onread.com/js/poshytip/tip-basic/tip-basic.css?v=1465990458,HTTP/1.1,676,0,,200,OK,HTTP/1.1,0,text/css,,,516,562,,,0,-1,-1,-1,0,-1,86,104.24.119.116,,88,value
16,,2019-10-09T17:26:32.869+03:00,GET,https://www.onread.com/js/fancybox-2.1.5/jquery.fancybox.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,1257,,,0,-1,-1,-1,0,-1,94,104.24.119.116,,95,value
17,,2019-10-09T17:26:32.880+03:00,GET,https://www.onread.com/css/popup.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1402,,,1,-1,-1,-1,0,-1,91,104.24.119.116,,93,value
18,,2019-10-09T17:26:32.927+03:00,GET,https://www.onread.com/assets/37e991fb/authchoice.css?v=1485418581,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,516,272,,,0,-1,-1,-1,0,-1,90,104.24.119.116,,91,value
19,,2019-10-09T17:26:34.289+03:00,GET,https://files.onread.com/781655/thumbs/152x264/unlucky-13.jpg,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,image/jpeg,,,593,29979,,,60,0,1838,1,0,1802,111,104.24.119.116,,2012,
20,,2019-10-09T17:26:34.292+03:00,GET,https://files.onread.com/782982/thumbs/152x264/city-of-heavenly-fire-cover.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,611,161113,,,162,0,1840,0,0,1814,113,104.24.119.116,,2116,
21,,2019-10-09T17:26:34.573+03:00,GET,https://www.onread.com/assets/e031c2e3/jquery.js?v=1463765083,HTTP/1.1,651,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,547,73205,,,98,-1,-1,-1,0,-1,106,104.24.119.116,,206,value
22,,2019-10-09T17:26:34.787+03:00,GET,https://www.onread.com/assets/c9f2659e/yii.js?v=1483524792,HTTP/1.1,648,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,4646,,,0,-1,-1,-1,0,-1,91,104.24.119.116,,92,value
23,,2019-10-09T17:26:34.828+03:00,GET,https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/css,,,453,8056,,,4,0,2370,4,0,2340,94,209.197.3.24,,2474,
24,,2019-10-09T17:26:34.885+03:00,GET,https://www.onread.com/js/epub/build/epub.min.js?v=1465990458,HTTP/1.1,651,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,547,26011,,,9,-1,-1,-1,0,-1,102,104.24.119.116,,113,value
25,,2019-10-09T17:26:34.943+03:00,GET,https://www.onread.com/js/epub/build/libs/zip.min.js?v=1465990458,HTTP/1.1,655,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,548,23186,,,45,-1,-1,-1,0,-1,108,104.24.119.116,,155,value
26,,2019-10-09T17:26:34.945+03:00,GET,https://code.jquery.com/ui/1.11.4/jquery-ui.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,509,114093,,,160,-1,-1,-1,0,-1,93,209.197.3.24,,255,
27,,2019-10-09T17:26:34.946+03:00,GET,https://www.onread.com/js/jquery.mousewheel.js?v=1465990458,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,543,846,,,0,-1,-1,-1,0,-1,89,104.24.119.116,,90,value
28,,2019-10-09T17:26:34.946+03:00,GET,https://www.onread.com/js/jquery.carouFredSel-6.2.1-packed.js?v=1465990458,HTTP/1.1,664,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,13255,,,8,-1,-1,-1,0,-1,112,104.24.119.116,,121,value
29,,2019-10-09T17:26:34.947+03:00,GET,https://www.onread.com/js/jquery.mobile.custom.min.js?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,545,2735,,,3,-1,-1,-1,0,-1,96,104.24.119.116,,100,value
30,,2019-10-09T17:26:34.948+03:00,GET,https://files.onread.com/781653/thumbs/152x264/love-letters-to-the-dead.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,607,21656,,,9,-1,-1,-1,0,-1,100,104.24.119.116,,110,
31,,2019-10-09T17:26:34.948+03:00,GET,https://files.onread.com/781654/thumbs/152x264/the-winners-curse.jpg,HTTP/1.1,480,0,,200,OK,HTTP/1.1,0,image/jpeg,,,600,29851,,,47,-1,-1,-1,0,-1,105,104.24.119.116,,154,
32,,2019-10-09T17:26:35.003+03:00,GET,https://www.onread.com/js/jquery.textareaAutoResize.js?v=1465990458,HTTP/1.1,657,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,1404,,,0,-1,-1,-1,0,-1,102,104.24.119.116,,103,value
33,,2019-10-09T17:26:35.045+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.min.js?v=1465990458,HTTP/1.1,660,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,1739,,,1,-1,-1,-1,0,-1,100,104.24.119.116,,102,value
34,,2019-10-09T17:26:35.077+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.min.js?v=1465990458,HTTP/1.1,666,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,545,10372,,,8,-1,-1,-1,0,-1,96,104.24.119.116,,105,value
35,,2019-10-09T17:26:35.077+03:00,GET,https://files.onread.com/781651/thumbs/152x264/all-the-light-we-cannot-see.jpg,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/jpeg,,,610,26091,,,21,-1,-1,-1,0,-1,92,104.24.119.116,,113,
36,,2019-10-09T17:26:35.079+03:00,GET,https://www.onread.com/js/mCustomScrollbar/jquery.mCustomScrollbar.js?v=1465990458,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,18001,,,43,-1,-1,-1,0,-1,110,104.24.119.116,,154,value
37,,2019-10-09T17:26:35.106+03:00,GET,https://www.onread.com/js/noos-select/jquery.noos.select.js?v=1465990458,HTTP/1.1,662,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,545,2384,,,0,-1,-1,-1,0,-1,95,104.24.119.116,,96,value
38,,2019-10-09T17:26:35.106+03:00,GET,https://files.onread.com/781627/thumbs/152x264/never-let-me-go.jpg,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,image/jpeg,,,598,19014,,,39,-1,-1,-1,0,-1,95,104.24.119.116,,135,
39,,2019-10-09T17:26:35.111+03:00,GET,https://www.onread.com/js/poshytip/jquery.poshytip.js?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,546,5146,,,0,-1,-1,-1,0,-1,96,104.24.119.116,,97,value
40,,2019-10-09T17:26:35.154+03:00,GET,https://www.onread.com/js/fancybox-2.1.5/jquery.fancybox.js?v=1465990458,HTTP/1.1,662,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,547,13333,,,8,-1,-1,-1,0,-1,92,104.24.119.116,,101,value
41,,2019-10-09T17:26:35.187+03:00,GET,https://www.onread.com/img/slide-main-01.jpg,HTTP/1.1,670,0,,200,OK,HTTP/1.1,0,image/jpeg,,,513,61789,,,124,-1,-1,-1,0,-1,103,104.24.119.116,,228,
42,,2019-10-09T17:26:35.194+03:00,GET,https://files.onread.com/781628/thumbs/152x264/fahrenheit-451.jpg,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,597,37087,,,17,-1,-1,-1,0,-1,155,104.24.119.116,,173,
43,,2019-10-09T17:26:35.220+03:00,GET,https://www.onread.com/img/bgr-001-left.png,HTTP/1.1,694,0,,200,OK,HTTP/1.1,0,image/png,,,508,1065,,,0,-1,-1,-1,0,-1,104,104.24.119.116,,106,
44,,2019-10-09T17:26:35.220+03:00,GET,https://www.onread.com/img/spr-icons.png,HTTP/1.1,692,0,,200,OK,HTTP/1.1,0,image/png,,,511,81130,,,79,-1,-1,-1,0,-1,107,104.24.119.116,,187,
