,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.ssl,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time
0,,2019-10-09T18:29:18.644+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssGVj-HrJlJouLJ1g3EC-Ww0XBz7EKyOSp9xWC_TY3zhZSprnjFUs0kQKnNdNmN7wiBf5OHLjQFXQYijocFE0y-j_xZtRpZfHQNjMn6Ovk&sig=Cg0ArKJSzLeMdY6K9iY3EAE&adk=2492480678&tt=-1&bs=779%2C600&mtos=1061,1061,1061,1061,1061&tos=1061,0,0,0,0&p=510,26,600,754&mcvt=1061&rs=3&ht=0&tfs=16234&tls=17295&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=12&niot_cbk=89&md=2&lm=2&rst=1570634940935&rpt=16573&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C16386&ss=800%2C600&pt=-1&bin=1&deb=1-2-2-141-167-15-973-165-0-0-0&tvt=17286&r=v&id=osdim&vs=4&uc=122&upc=2&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,986,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,-1,0,121,-1,172.217.23.98,,122
1,,2019-10-09T18:29:20.507+03:00,GET,https://www.taringa.net/,HTTP/1.1,,887,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,868,31519,,,242,-1,-1,-1,0,5060,-1,104.16.250.39,,5303
2,,2019-10-09T18:29:21.708+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&dmc=8&puid=1~k1jfi1ra&ctx=2&gqid=0QCeXYGbJaPGxgK2mrOoCg&qqid=CKCo-v_Cj-UCFYaiUQodcw0J3g&met.4=fb.ej~lb.azh~cmrload.b85~ol.cbq~bdt.-gs~bpp.-m~fdt.-f~idt.-f~dtd.-4~dt.-v&met.3=197.azd~123.azb_3~118.azs_3~118.b0h_1~118.b0w~118.b3b~118.b3p~118.b68_1~118.b6m~118.b8z~118.b9i~118.bbv~118.bce~118.bfa~118.bfb~118.bi1~118.bi5~118.bkx~118.bl1~118.bns~118.bnv~118.bqn~118.bqq~118.btf~118.btk~118.bw9~118.bwf~118.bz5~118.bz8~118.c1x~118.c23~118.c58~118.c59~118.c7z~118.c83~118.cas~118.cb0~117.cbq~118.cbz~118.cc0~118.cdo~118.cgn~118.cjh~118.cne~113.cni_a~112.cng_c&met.1=1.k1jfhp3u~6.0~7.0~8.0~9.8~10.71~11.6z~12.71~13.e8~14.g5~15.ef~16.azg~17.azg~18.azh~19.cbi~20.cbi~21.cbq~22.8sr~23.8sr&met.7=CBsQBxgBIIkEKIkEMNpYONBU~CBIQBxgBIIoEKIoEMP8iOPUeUIsEWJIiYJkGaJIicP0ieJwIgAHiAogBphCqARMKEUhlZWJvOjMwMCw0MDAsNzAwsAEBuAED~CBwQChgBILYEKLYEMJsFOGVouQRwmgV4pAiAAecCiAGoBLABAbgBAw~CBsQChgBILcEKLcEMMRZOI1V~CAkQChgBIL0EKL0EML0EaL0EcL0EgAG_WYgBkfABsAEBuAEB~CBwQChgBIL4EKL4EMIkGOMwBaJwFcIgGeNMNgAGUCIgBnRKwAQG4AQM~CCoQChgBIL4EKL4EMJNvONVq~CBwQChgBIMYEKMYEMMYEaMYEcMYEgAGMKIgBgmCwAQG4AQE~CBsQBhgBIMYEKMYEMOUIOJ8E~CBcQAhgBIOlYKOlYMO1ZOIMBaPVYcONZeK0wgAHyK4gB8iuwAQG4AQM~CBcQAhgBIOlYKOlYMNFaOOgBaO1ZcNBaeKoPgAHwCogB8AqwAQG4AQM~CCEQBBgBINFZKNFZMMpcOPoCUNZZWNxbYOlaaNxbcMlceKwGsAEBuAED~CBwQBRgBIN9ZKN9ZMLNbONUBaL1acK9beO4LgAGMBYgBigiwAQG4AQM~CBMQAhgBIJ9vKJ9vMPt7ON0MUKxvWJt7YOdxaJt7cPh7ePU-gAHYOogB2DqqAQsKBWhlZWJvEAUYArABAbgBAw~CBMQAhgBIJ9vKJ9vMIN8OOQMUKtvWJx7YORxaJx7cP97eOc8gAHIOIgByDiqAQsKBWhlZWJvEAUYArABAbgBAw~CBMQAhgBIKFvKKFvMNF8OLANUKhvWK57YIJyaK57cLp8eOiNAYAByIkBiAHIiQGqAQsKBWhlZWJvEAUYArABAbgBAw~CBMQAhgBIKFvKKFvMNx8OLsNUKlvWN97YINyaON7cL98ePKOAYAB1IoBiAHUigGqAQsKBWhlZWJvEAUYArABAbgBAw~CCAQBhgBIMNvKMNvMNRyOJEDUMRvWLNxYNpwaLNxcNJyeNsGgAEqiAEqsAEBuAED~CCgQChgBIPJ8KPJ8MOV_OPMCUPN8WMl-YIF-aMl-cK1_eI2bAYABopUBiAHZhwOwAQG4AQM~CAUQCBgBMMYEOOZ8UAlY_QFg_AFo_QFwgQR47MoBgAHlxAGIAe68BLABAbgBAw,HTTP/1.1,value,3213,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,0,3726,0,3697,0,271,27,172.217.3.163,,4026
3,,2019-10-09T18:29:25.602+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstz8h_TJ7Ba89hxnoP8Rk0dJtGYer4xomffiwI_u1r1YkYueB3U0MKnYKgIBxHXxOmdv2Xt82JcN0kpMXqYkBhUwwph5naU-e7loJ9rHRM&sig=Cg0ArKJSzI6DImmsyGtfEAE&adk=2955714392&tt=-1&bs=779%2C600&mtos=21823,21823,21823,21823,21823&tos=21823,0,0,0,0&p=50,26,140,754&mcvt=21823&rs=3&ht=0&tfs=2320&tls=24143&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=12&niot_cbk=89&md=2&lm=2&rst=1570634940934&rpt=2710&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C16386&ss=800%2C600&pt=-1&bin=1&deb=1-2-2-241-233-15-1105-231-0-0-0&tvt=24135&r=u&id=osdtos&vs=4&uc=210&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,982,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,-1,0,125,-1,172.217.23.98,,126
4,,2019-10-09T18:29:25.617+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&dmc=8&puid=2~k1jfi1s0&ctx=2&gqid=0QCeXYGbJaPGxgK2mrOoCg&qqid=CKCo-v_Cj-UCFYaiUQodcw0J3g&uet=2&met.3=118.cq9~118.ct5~118.cw0~118.cyt~118.d1q~118.d4k~118.d7g~118.daa~118.dd5~118.dg0~118.dis~118.dlm~118.dof~118.dr9~118.du3~118.dwx_1~118.dzq~118.e2m~118.e5f_1~118.e8a~118.eb5~118.ee1~118.egw~118.ejo~118.eml~118.epe~118.esa~118.ev2~118.exy~118.f0u~118.f3q~118.f6n~118.f9g~118.fca~118.ff6~118.fi0~118.fkt~118.fnx_1~118.fqp_1~118.ftp_1~118.fwi~118.fzh_1~118.g2c_1~118.g59_1~118.g89_1~118.gb2_1~118.gdz_1~118.gh2_1~118.gju~118.gmt_1~118.gpr_1~118.gso_1~118.gvm_1~118.gyk_1~118.h1e_1~118.h48_1~118.h7b_1~118.hac_1~118.hd1_1~118.hfw_1~118.hiv_1~118.hlq_1~118.hol_1~118.hrk_1~118.hud~118.hxf_1~118.i0b_1~118.i3a_1~118.i66_1~118.i8z_1~118.ibx_1~118.ieu_1~118.ihr_1&met.1=24.ikz&met.7=CBsQARgBIKaAASimgAEw6J8BOMMf,HTTP/1.1,value,2144,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,0,-1,-1,-1,1,233,-1,172.217.3.163,,235
5,,2019-10-09T18:29:25.654+03:00,GET,https://www.taringa.net/dist/main-8910ad5cb5472fb079f4.css,HTTP/1.1,,812,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,868,106395,,,44,-1,-1,-1,0,129,-1,104.16.250.39,,174
6,,2019-10-09T18:29:25.655+03:00,GET,https://securepubads.g.doubleclick.net/tag/js/gpt.js?v=1570626407221,HTTP/1.1,value,462,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=UTF-8,,https://securepubads.g.doubleclick.net/tag/js/gpt.js,481,249,,,0,-1,-1,-1,0,85,-1,172.217.22.98,,85
7,,2019-10-09T18:29:25.733+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssGVj-HrJlJouLJ1g3EC-Ww0XBz7EKyOSp9xWC_TY3zhZSprnjFUs0kQKnNdNmN7wiBf5OHLjQFXQYijocFE0y-j_xZtRpZfHQNjMn6Ovk&sig=Cg0ArKJSzLeMdY6K9iY3EAE&adk=2492480678&tt=-1&bs=779%2C600&mtos=7909,7909,7909,7909,7909&tos=7909,0,0,0,0&p=510,26,600,754&mcvt=7909&rs=3&ht=0&tfs=16234&tls=24143&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=12&niot_cbk=89&md=2&lm=2&rst=1570634940935&rpt=16573&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C16386&ss=800%2C600&pt=-1&bin=1&deb=1-2-2-241-233-15-1105-231-0-0-0&tvt=24135&r=u&id=osdtos&vs=4&uc=188&upc=2&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,978,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,-1,0,121,-1,172.217.23.98,,122
8,,2019-10-09T18:29:25.744+03:00,GET,https://securepubads.g.doubleclick.net/tag/js/gpt.js,HTTP/1.1,,446,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,14501,,,14,-1,-1,-1,0,127,-1,172.217.22.98,,142
9,,2019-10-09T18:29:25.753+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuMJ22fT8HBpdBJ_z8W58FZDAj-bA9GZ0kggUaefBBYn7jp9Wh_mNwvZ38FnkAd1KUaVJU5ykBS4Ko9eRKCVgLE4vTzF9kc_nnIn9jvvfh3Bk3xVbI&sai=AMfl-YQuuibO-vKb6_DF50Zm6ZhGPiKWEptR27u7yw266612GDTsw2gJBZ6S17fPCL1QcGZ4VrClHXQgWcp4QwdBigMgqHiRpfPWASo&sig=Cg0ArKJSzGXjPsSAvcw8EAE&cid=CAASEuRooL3TcLm8xnjczFtjW3gNbA&adk=353852414&tt=7885&bs=779%2C600&mtos=23839,23839,23839,23839,23839&tos=23839,0,0,0,0&p=0,0,90,728&mcvt=23839&rs=1&ht=0&tfs=117&tls=23956&mc=1&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=14&niot_cbk=25&md=2&lm=2&rst=1570634941534&dlt=515&rpt=20&isd=0&oseid=3&xdi=0&ps=779%2C16386&ss=800%2C600&pt=16072&bin=1&deb=1-1-1-126-230-17-257-229-0-0-0&tvt=23943&is=728%2C90&iframe_loc=https%3A%2F%2Fwww.taringa.net%2F&r=u&id=osdtos&vs=4&uc=94&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=728x90&itpl=22&v=20191007",HTTP/1.1,value,2053,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,136,0,113,0,129,0,172.217.23.98,,267
