,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time
0,,2019-10-09T18:01:50.081+03:00,GET,https://www.musictheory.net/,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,text/html,,,506,5172,,,0,1783,16,135,2,254,1745,66.175.219.138,,2192
1,,2019-10-09T18:01:50.382+03:00,GET,https://www.musictheory.net/vc/19/0/ef51f262c6665067832a7a5fdb1c51a8f6b64248/site.css,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,text/css,,,380,46874,,,-1,-1,195,-1,1,430,-1,66.175.219.138,,627
2,,2019-10-09T18:01:50.833+03:00,GET,https://www.musictheory.net/vc/19/0/f0fac58ccf085cb585b95fce3ad8478d48836a95/site.js,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,text/javascript,,,387,26869,,,0,436,6,0,1,456,404,66.175.219.138,,901
3,,2019-10-09T18:01:50.833+03:00,GET,https://www.musictheory.net/vc/19/0/45cda7d2148382493ca3890f78f572f7cd3e77fb/shared.js,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,text/javascript,,,387,59691,,,0,434,212,0,1,431,405,66.175.219.138,,1080
4,,2019-10-09T18:01:50.833+03:00,GET,https://www.musictheory.net/vc/19/0/64b540326274576171837c950b3ac06a5ebc3851/preflight_site.js,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,text/javascript,,,385,1268,,,0,433,2,0,1,238,402,66.175.219.138,,675
5,,2019-10-09T18:01:50.837+03:00,GET,https://www.musictheory.net/vc/19/0/77233ac2d129f5e1f7e9127fe2d56832ccf4ab1d/home_ss_tenuto.jpg,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,image/jpeg,,,382,48828,,,0,446,183,0,1,449,414,66.175.219.138,,1080
6,,2019-10-09T18:01:50.837+03:00,GET,https://www.musictheory.net/vc/19/0/ba0bd192ebb1523a47959f7ab07ce1d58ada0984/home_ss_theory.png,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,image/png,,,381,46149,,,0,446,185,0,1,455,416,66.175.219.138,,1088
7,,2019-10-09T18:01:51.537+03:00,GET,https://www.musictheory.net/,HTTP/1.1,346,0,,200,OK,HTTP/1.1,0,text/html,,,506,5172,,,-1,-1,0,-1,0,268,-1,66.175.219.138,,270
8,,2019-10-09T18:01:51.538+03:00,GET,https://www.musictheory.net/lessons,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,text/html,,,507,21847,,,-1,-1,4,-1,0,263,-1,66.175.219.138,,269
9,,2019-10-09T18:01:51.538+03:00,GET,https://www.musictheory.net/exercises,HTTP/1.1,355,0,,200,OK,HTTP/1.1,0,text/html,,,507,15981,,,-1,-1,0,-1,0,269,-1,66.175.219.138,,271
10,,2019-10-09T18:01:51.539+03:00,GET,https://www.musictheory.net/news,HTTP/1.1,350,0,,200,OK,HTTP/1.1,0,text/html,,,506,4131,,,-1,-1,2,-1,0,243,-1,66.175.219.138,,246
11,,2019-10-09T18:01:51.539+03:00,GET,https://www.musictheory.net/products,HTTP/1.1,354,0,,200,OK,HTTP/1.1,0,text/html,,,506,5850,,,-1,-1,1,-1,0,262,-1,66.175.219.138,,264
12,,2019-10-09T18:01:51.539+03:00,GET,https://www.musictheory.net/tools,HTTP/1.1,351,0,,200,OK,HTTP/1.1,0,text/html,,,506,9573,,,-1,-1,0,-1,0,264,-1,66.175.219.138,,266
13,,2019-10-09T18:01:51.840+03:00,GET,https://www.musictheory.net/contact,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,text/html,,,506,6088,,,-1,-1,1,-1,0,258,-1,66.175.219.138,,261
14,,2019-10-09T18:01:51.841+03:00,GET,https://www.musictheory.net/s/b,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,452,2,,,-1,-1,1,-1,0,283,-1,66.175.219.138,,286
15,,2019-10-09T18:01:51.841+03:00,GET,https://www.musictheory.net/vc/19/0/8924d2ab988d571d7eb5565ebfe3f9a51c6aa5f2/home.png,HTTP/1.1,499,0,,200,OK,HTTP/1.1,0,image/png,,,381,10444,,,-1,-1,1,-1,0,260,-1,66.175.219.138,,262
16,,2019-10-09T18:01:51.841+03:00,GET,https://www.musictheory.net/vc/19/0/8c0715fc0390c0f6093afd577e99c57d1d3e58ba/site.png,HTTP/1.1,499,0,,200,OK,HTTP/1.1,0,image/png,,,381,41313,,,-1,-1,33,-1,0,438,-1,66.175.219.138,,472
