,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-09T17:59:05.258+03:00,GET,https://www.onread.com/,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,906,9693,,,2069,29,0,1,2,174,2017,104.24.119.116,,2277,
1,,2019-10-09T17:59:05.499+03:00,GET,https://www.onread.com/assets/3ed9eeed/css/bootstrap.css?v=1434471202,HTTP/1.1,674,0,,200,OK,HTTP/1.1,0,text/css,,,516,19958,,,-1,34,-1,-1,1,105,-1,104.24.119.116,,141,value
2,,2019-10-09T17:59:05.648+03:00,GET,https://www.onread.com/font/lato/lato.css?v=1465990458,HTTP/1.1,659,0,,200,OK,HTTP/1.1,0,text/css,,,516,240,,,-1,0,-1,-1,1,94,-1,104.24.119.116,,95,value
3,,2019-10-09T17:59:05.667+03:00,GET,https://www.onread.com/font/monsterrat/montserrat.css?v=1465990458,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,515,253,,,154,2,0,0,6,103,118,104.24.119.116,,267,value
4,,2019-10-09T17:59:05.668+03:00,GET,https://www.onread.com/font/font-awesome/font-awesome.css?v=1465990458,HTTP/1.1,675,0,,200,OK,HTTP/1.1,0,text/css,,,516,6203,,,153,19,0,0,4,118,118,104.24.119.116,,295,value
5,,2019-10-09T17:59:05.673+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.mobile-1.4.5.css?v=1465990458,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/css,,,518,26000,,,168,33,0,0,2,112,126,104.24.119.116,,317,value
6,,2019-10-09T17:59:05.675+03:00,GET,https://www.onread.com/css/buttons.css?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/css,,,518,1653,,,163,4,0,0,1,105,128,104.24.119.116,,275,value
7,,2019-10-09T17:59:05.675+03:00,GET,https://www.onread.com/css/forms.css?v=1467023433,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,515,1646,,,163,4,0,0,1,130,127,104.24.119.116,,298,value
8,,2019-10-09T17:59:05.748+03:00,GET,https://www.onread.com/css/icons.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1971,,,-1,1,-1,-1,0,106,-1,104.24.119.116,,108,value
9,,2019-10-09T17:59:05.829+03:00,GET,https://www.onread.com/css/main.css?v=1485960792,HTTP/1.1,653,0,,200,OK,HTTP/1.1,0,text/css,,,518,18978,,,-1,33,-1,-1,0,102,-1,104.24.119.116,,137,value
10,,2019-10-09T17:59:05.831+03:00,GET,https://www.onread.com/css/bootstrap.css?v=1465990458,HTTP/1.1,658,0,,200,OK,HTTP/1.1,0,text/css,,,517,4054,,,-1,2,-1,-1,0,97,-1,104.24.119.116,,99,value
11,,2019-10-09T17:59:05.831+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.css?v=1465990458,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/css,,,515,545,,,-1,0,-1,-1,0,97,-1,104.24.119.116,,99,value
12,,2019-10-09T17:59:05.831+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,807,,,-1,0,-1,-1,0,96,-1,104.24.119.116,,98,value
13,,2019-10-09T17:59:05.834+03:00,GET,https://www.onread.com/js/mCustomScrollbar/jquery.mCustomScrollbar.css?v=1465990458,HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,text/css,,,516,5421,,,-1,5,-1,-1,0,103,-1,104.24.119.116,,109,value
14,,2019-10-09T17:59:05.940+03:00,GET,https://www.onread.com/js/noos-select/jquery.noos.select.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,728,,,-1,0,-1,-1,0,121,-1,104.24.119.116,,123,value
15,,2019-10-09T17:59:05.941+03:00,GET,https://www.onread.com/js/poshytip/tip-basic/tip-basic.css?v=1465990458,HTTP/1.1,676,0,,200,OK,HTTP/1.1,0,text/css,,,516,562,,,-1,0,-1,-1,0,118,-1,104.24.119.116,,119,value
16,,2019-10-09T17:59:05.942+03:00,GET,https://www.onread.com/js/fancybox-2.1.5/jquery.fancybox.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,1257,,,-1,0,-1,-1,0,117,-1,104.24.119.116,,118,value
17,,2019-10-09T17:59:05.947+03:00,GET,https://www.onread.com/css/popup.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1402,,,-1,0,-1,-1,0,113,-1,104.24.119.116,,114,value
18,,2019-10-09T17:59:05.972+03:00,GET,https://www.onread.com/assets/37e991fb/authchoice.css?v=1485418581,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,516,272,,,-1,0,-1,-1,0,102,-1,104.24.119.116,,104,value
