,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:32:46.297+03:00,GET,https://the-dots.com/,HTTP/1.1,1376,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,492,12228,,,-1,0,123,-1,-1,-1,0,104.20.56.187,,124,,
1,,2019-10-08T16:32:46.443+03:00,GET,https://the-dots.com/dist/app.71109cc8.css,HTTP/1.1,1285,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,615,69404,,,-1,0,118,-1,-1,-1,37,104.20.56.187,,157,,
2,,2019-10-08T16:32:46.646+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-NH2FRP&l=_gtm,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,25891,,,-1,0,99,-1,-1,-1,20,216.58.207.72,,120,value,
3,,2019-10-08T16:32:46.688+03:00,GET,https://d2j1fszo1axgmp.cloudfront.net/2.6.0/stream-analytics.min.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,application/javascript,,,564,22733,,,-1,0,97,-1,-1,-1,32,99.86.255.89,,130,,
4,,2019-10-08T16:32:46.867+03:00,GET,https://cdn.mxpnl.com/libs/mixpanel-2-latest.min.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,816,23725,,,0,0,94,201,230,0,1493,130.211.5.208,,1819,,
5,,2019-10-08T16:32:46.877+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/rollbar.js/2.2.3/rollbar.min.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,692,16084,,,0,0,89,193,233,0,870,104.19.199.151,,1195,,
6,,2019-10-08T16:32:46.986+03:00,GET,https://fullstory.com/s/fs.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript,,,451,68410,,,0,0,91,320,350,0,119,216.239.38.21,,561,,
7,,2019-10-08T16:32:47.024+03:00,GET,https://cdn.amplitude.com/libs/amplitude-5.2.2-min.gz.js,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,application/javascript,,,764,17889,,,40,0,559,314,340,0,303,143.204.194.220,,1244,,
8,,2019-10-08T16:32:47.734+03:00,GET,https://www.googletagservices.com/tag/js/gpt.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,text/javascript,,,767,14485,,,-1,0,114,-1,-1,-1,13,172.217.16.162,,128,,
9,,2019-10-08T16:32:47.779+03:00,GET,"https://api.the-dots.com/v1/explore/today/projects?include=image,owner-user,owner-user.tagline,owner-user.profile-image,owner-page,owner-page.tagline,owner-page.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image",HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,application/json,,,1089,10914,,,-1,0,198,-1,-1,-1,4,104.20.56.187,,203,value,
