,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time
0,,2019-10-09T18:25:04.842+03:00,GET,https://33across-d.openx.net/w/1.0/acj?o=2012c7cdbd8b9b&ju=https%3A//www.sporcle.com/&jr=&nl=2038%252C334%252C168%252C106%252C234&ul=2076%252C362%252C188%252C118%252C247&be=1&prf=0&auid=538526169&aus=728x90&bc=hb_2api&bt=5000&c.placement=dv3UEm-Yir5lQMacwqm_6l%3AISP%3Adesktop%3AINTL%3Atier3&c.pf=35&c.cc=154&res=800x600x24&plg=pm&ch=UTF-8&tz=-180&ws=1x1&ifr=1&tws=800x600,HTTP/1.1,value,874,0,,0,,unknown,0,,,,-1,-1,,No response received,,-1,0,0,-1,-1,-1,0,34.95.120.147,,0
1,,2019-10-09T18:25:04.902+03:00,GET,https://www.sporcle.com/,HTTP/1.1,,1715,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1006,18609,,,,-1,0,293,-1,-1,-1,1,13.224.132.113,,295
2,,2019-10-09T18:25:04.937+03:00,POST,https://c.pub.network/c,HTTP/1.1,,539,1916,,200,OK,HTTP/1.1,0,text/plain;charset=utf-8,,,301,36,,,,0,0,193,606,0,656,0,35.226.36.58,,851
3,,2019-10-09T18:25:05.126+03:00,GET,https://events.bouncex.net/track.gif/endpageview?pageview:url=https%253A%252F%252Fwww.sporcle.com%252F&pageview:customvariables=%7B%22interstitial_absent%22%3Atrue%2C%22quiz_completed%22%3Afalse%2C%22sporcle_orange_user%22%3Afalse%2C%22quiz_running%22%3Afalse%7D&pageview:event=beforeunload&perf:times=%7B%22startTime%22%3A1570634674805%2C%22tag%22%3A10380%2C%22init1request%22%3A12199%2C%22init1%22%3A13957%7D&mode=0&websiteid=2490&visitid=1570635528267805&deviceid=8575598556332956750&pageviewid=4&sequenceid=43&clienttimestamp=1570634704890&clientapiversion=tag3&device=d&source=web&agent=user,HTTP/1.1,value,938,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,,0,0,208,200,0,230,0,35.190.62.200,,440
4,,2019-10-09T18:25:05.146+03:00,POST,https://ams1-ib.adnxs.com/vevent?an_audit=0&referrer=https%3A%2F%2Fwww.sporcle.com%2F&e=wqT_3QKNCvBMDQUAAAMA1gAFAQjL__fsBRDUm478soGl_moYgpuexdPy4881KjYJQE0tW-uL0j8RjKCtWgQMzz8ZAAAAYLgeCUAhjKCtWgQMzz8pQE0JJAAxARu4j8LVPzCj15wFOMwKQNEUSAJQ7ezPH1jA6DlgAGiq2lN4mZAFgAEBigEDVVNEkgEBBuiYAawCoAH6AagBAbABALgBAcABBcgBAtABANgBAOABAPABAPoBCDEwOTU1NjgzigJWdWYoJ2EnLCAzNAECNCwgMTU3MDYzNTcyMyk7ARwkaScsIDk4NjAyM0YcACxyJywgNjYzMTk5ODE2HgDw9ZIC1QMhaVhLaURBam13THdNRU8zc3p4OFlBQ0RBNkRrd0JEZ0FRQUJJMFJSUW85ZWNCVmdBWUxJR2FBQndBSGdBZ0FFQWlBRUFrQUVBbUFFQW9BRVNxQUVCc0FFQXVRRTl2U2lzRXVqUVA4RUJkcVBXYXVHTDBqX0pBUUFBQUFBQUFQQV8yUUY1QWZiUnFTdnRQLUFCcDVjODlRRWdBNzAtZ0FJQmlBTHktWUFFaUFLbi1vQUVpQUxHOEkwRWlBTHU3S2NFaUFMMDFMTUVpQUxocmJrRWlBTGtsTzRIa0FJSG1BSUFvQUlCcUFJSHRRSUFBQUFBdg0IWDRBSUE2QUlBLUFJQWdBTUJtQU1CcUFQJQjAdWdNSlFVMVRNVG8wTVRZMDRBT3pFNEFFMHU3c0FvZ0UxZTdzQXBBRUFaZ0VBY0VFQQHMBQEIREpCBQgJARQyQVFBOFER7fB1QUFBUGdFQVlJRkh3aTZxQ0VRQlJnQklnTkZWVklwZVFIMjBha3I3VDh4ZXhTdVItRjZ0RC1DQlI4SXU2Z2hFQVVZQVNJRFJWVlNLWGtCOXRHcEstMF9NWnFabVptWm1aa19pQVhFSUEuLpoC5QEhWENxclp3agXRMdkkd09nNUlBQW9BRC60AABvMu0AGFFMTVRTWGsVYQBVHcAAVx0MAFkdDABhHQwAYx0MEGVBR0NBAcEEcWdmwQBcWHNVcmtmaGVyUV9nZ0VmQ0x1b0lSQUZHIfQkMFZWVWlsNUFmYkkhCHpHYQHrAQT0FwFQdy4u2AKsA-ACwPhK6gIYaHR0cHM6Ly93d3cuc3BvcmNsZS5jb20vgAMAiAMBkAMAmAMXoAMBqgMAwAOsAsgDANgDrQPgAwDoAwD4AwGABACSBA0vdXQvdjMvcHJlYmlkmAQAogQNMTg1LjMyLjE3Ny4xMqgEALIEGAgBEAIYrAIg-gEoASgCKAMoBCgFMAA4ArgEAMAE05PBD8gEANIEDjI2NDEjQU1TMTo0MTY02gQCCAHgBAHwBO3szx-IBQGYBQCgBf___________wHABQDJBQAAAAAAAPA_0gUJCQAAAAAAAAAA2AUB4AUB8AX3EPoFBAgAEACQBgCYBgC4BgDBBgAAAAAAAPA_yAYA0AbKCdoGFgoQARIuAQBQEAAYAOAGAfIGAggAgAcBiAcAoAcB&s=39aaa4e304d0cb4c9111b34647f8c9e98b3a8513&type=nv&nvt=13&jm=1003|1150&px=640&py=983&bw=300&bh=250&sf=0&sid=1893958241882343991&vd=ct~0|rr~220|dm~90&sv=174&tv=view7-1hs&ua=chrome52&pl=win&x=v&tag_id=10955683&pd=6.88&d=6.85&id=0&ic=0&d0=0&d25=0&d50=0&d75=0&d100=0&ft=2,HTTP/1.1,value,2507,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,833,0,,,,0,1,108,211,0,245,0,185.33.223.200,,354
5,,2019-10-09T18:25:05.153+03:00,POST,https://data19.adlooxtracking.com/ads/iv2.php?adloox_transaction_id=null&client=airfrance&banniere=0&visite_id=28053994937&url=https%3A%2F%2Fwww.sporcle.com%2F&campagne=359_ADLOOX_DATE&p_d=7.519&p_d_v=2.96&browser=chrome&editeur_id=753220_ADLOOX_ID_0_ADLOOX_ID_66319981_ADLOOX_ID_300x250_ADLOOX_ID_10955683_ADLOOX_ID_343434_ADLOOX_ID_1356_ADLOOX_ID_7020284_ADLOOX_ID_3863964876370578818_ADLOOX_ID_986023_ADLOOX_ID_%24ADLOOX_WEBSITE_ADLOOX_ID__ADLOOX_ID__ADLOOX_ID_custom_70_2_ADLOOX_ID__ADLOOX_ID__ADLOOX_ID__ADLOOX_ID__ADLOOX_ID__ADLOOX_ID_&hash=1769902042fttttttttftftfttttftftfftftfttttf&hash_adnxs=&visi_debug=page.1_homepage.0_focus.1_classic.0_element.0_safeframe.0_mraide.0_mraidr.0_mraidh.0_intersection.2_animation.0&size=300x250&visible=0&a_d=0&wasatf=0&visible2=0&a_d2=0&wasatf2=0,HTTP/1.1,value,1200,0,,200,OK,HTTP/1.1,0,image/gif,,,531,133,,,,0,0,101,228,0,257,0,137.74.93.122,,359
6,,2019-10-09T18:25:05.240+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsu-QG5iXeylo4b5DbqKSr8-EUPMB08UnTmSjgXgjsUciggpNEeWeVucIzSgbHIoMiHOwJLD12jaZDYIBn25BYfdNWx5DdAWFL_GqUUxAS77j38YFeg&sai=AMfl-YRKFOen5hDtt0AjkpECjZdVZvUKf48JBZrIV6QixDiRa9_jA5isFW-5pfy7PkBc4ojp3TUyVzjGg7UZmzGY8LknMRpIqwhvuF5xYQDpw1hIr8TTiFozSFD71db2&sig=Cg0ArKJSzGzDN-gFHNUvEAE&cid=CAASEuRo-_QQAoJVRkjZDDqVCYZ_pg&id=ampeos&o=33,5&d=728,90&ss=800,600&bs=800,600&mcvt=8784&mtos=0,0,8784,8784,8784&tos=0,0,8784,0,0&tfs=149&tls=8933&g=100&h=100&pt=6782&tt=8934&rpt=6782&rst=1570634695063&r=de&isd=inside&msd=inside",HTTP/1.1,value,979,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,-1,0,97,-1,-1,-1,0,172.217.22.34,,97
7,,2019-10-09T18:25:05.260+03:00,GET,https://ade.googlesyndication.com/ddm/activity/dc_oe=ChMI3J-OhsKP5QIVDQ7gCh2EgAJPEAAYACDgpMom;met=1;&timestamp=1570634705257;eid1=2;ecn1=0;etm1=1;,HTTP/1.1,,488,0,,200,OK,HTTP/1.1,0,image/gif,,,761,42,,,,29,0,132,1174,0,1198,0,216.58.207.66,,1361
8,,2019-10-09T18:25:05.342+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjst3jAD_q3F4T7DGT3OzcZy_OpQX05g3cfJv63wFKAtUY6X9oiBKQhEEypcNAQ6GeHn2JF2VC10H6nSz9fLL7Iyfb2d0QxQTKqgoMOuqLfo&sig=Cg0ArKJSzHXlPxo3hNzOEAE&adk=1271645335&tt=259&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=5628,20,5878,320&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=15&niot_cbk=25&md=2&lm=2&rst=1570634679695&rpt=13077&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8123&ss=800%2C600&pt=24257&bin=1&deb=1-3-3-230-213-19-786-211-0-0-0&tvt=24504&r=u&id=osdtos&vs=3&uc=104&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,941,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,-1,0,96,-1,-1,-1,0,172.217.22.34,,97
9,,2019-10-09T18:25:05.388+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstnY4knJGc0teNlTYhCDfz5xGWNnvdlrXmXd-BmIbRswa-9QYGq5UQ9hk4k_gNdDgegoPsBJLAw6L7cU33LS9fU_guM_ytJCYQJSfankZo&sig=Cg0ArKJSzACn5SDT5WoKEAE&adk=1318988201&tt=259&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=983,640,1233,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=15&niot_cbk=25&md=2&lm=2&rst=1570634679636&rpt=18119&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8123&ss=800%2C600&pt=24257&bin=1&deb=1-3-3-230-213-19-786-211-0-0-0&tvt=24504&r=u&id=osdtos&vs=3&uc=66&upc=1&tgt=DIV&cl=1&lop=1&tslp=7509&cec=2&clc=2&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,956,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,0,0,100,115,0,140,0,172.217.22.34,,241
