,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:41:46.955+03:00,GET,https://www.onread.com/,HTTP/1.1,981,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,485,10045,,,0,-1,151,-1,-1,-1,41,104.24.118.116,,192,,
1,,2019-10-08T16:41:47.135+03:00,POST,"https://t.sharethis.com/d/a.gif?cid=c010&dmn=www.onread.com&tt=t.dhj&dhjLcy=3978&lbl=pxcel&flbl=pxcel&ll=d&ver=0.308.14285&ell=d&cck=__stid&pn=%2F&qs=na&rdn=www.onread.com&rpn=%2F&rqs=na&cc=IL&cont=AS&ipaddr=&evid=p0pmr2WA8ENgOf8X20H6&urls=!0!7123!b-12t,!0!7123!b-10l,!0!7123!b-10x,!1!4518!b-125,!0!7122!b-10w,!1!4710!b-126,!0!7121!b-102&rnd=1570542107133&cid=c010&version=0.308.14285&cc=IL&cont=AS&repeat=0&htmLcy=119&sndBcn=1",HTTP/1.1,945,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,0,-1,100,-1,-1,-1,0,104.103.117.198,,101,value,
2,,2019-10-08T16:41:47.189+03:00,GET,https://www.onread.com/assets/3ed9eeed/css/bootstrap.css?v=1434471202,HTTP/1.1,917,0,,200,OK,HTTP/1.1,0,text/css,,,519,19958,,,0,-1,97,-1,-1,-1,78,104.24.118.116,,177,value,
3,,2019-10-08T16:41:47.189+03:00,GET,https://www.onread.com/font/font-awesome/font-awesome.css?v=1465990458,HTTP/1.1,918,0,,200,OK,HTTP/1.1,0,text/css,,,515,6203,,,0,-1,114,-1,-1,-1,1,104.24.118.116,,115,value,
4,,2019-10-08T16:41:47.189+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.mobile-1.4.5.css?v=1465990458,HTTP/1.1,920,0,,200,OK,HTTP/1.1,0,text/css,,,517,26000,,,0,-1,115,-1,-1,-1,81,104.24.118.116,,197,value,
5,,2019-10-08T16:41:47.189+03:00,GET,https://www.onread.com/css/buttons.css?v=1465990458,HTTP/1.1,899,0,,200,OK,HTTP/1.1,0,text/css,,,518,1653,,,0,-1,114,-1,-1,-1,11,104.24.118.116,,126,value,
6,,2019-10-08T16:41:47.199+03:00,GET,https://ws.sharethis.com/button/buttons.js,HTTP/1.1,432,0,,304,Not Modified,HTTP/1.1,0,,,,475,0,,,0,-1,88,-1,-1,-1,0,13.225.249.84,,89,,
7,,2019-10-08T16:41:47.318+03:00,GET,https://www.onread.com/css/forms.css?v=1467023433,HTTP/1.1,897,0,,200,OK,HTTP/1.1,0,text/css,,,517,1646,,,0,-1,110,-1,-1,-1,0,104.24.118.116,,111,value,
8,,2019-10-08T16:41:47.320+03:00,GET,https://www.onread.com/css/icons.css?v=1465990458,HTTP/1.1,897,0,,200,OK,HTTP/1.1,0,text/css,,,516,1971,,,0,-1,105,-1,-1,-1,0,104.24.118.116,,106,value,
9,,2019-10-08T16:41:47.360+03:00,GET,https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/css,,,453,8056,,,0,0,97,123,0,164,2,209.197.3.24,,265,,
10,,2019-10-08T16:41:47.391+03:00,GET,https://www.onread.com/css/main.css?v=1485960792,HTTP/1.1,896,0,,200,OK,HTTP/1.1,0,text/css,,,518,18978,,,0,-1,113,-1,-1,-1,40,104.24.118.116,,154,value,
11,,2019-10-08T16:41:47.431+03:00,GET,https://www.onread.com/css/bootstrap.css?v=1465990458,HTTP/1.1,901,0,,200,OK,HTTP/1.1,0,text/css,,,517,4054,,,0,-1,116,-1,-1,-1,0,104.24.118.116,,117,value,
12,,2019-10-08T16:41:47.431+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.css?v=1465990458,HTTP/1.1,915,0,,200,OK,HTTP/1.1,0,text/css,,,514,545,,,0,-1,115,-1,-1,-1,0,104.24.118.116,,116,value,
13,,2019-10-08T16:41:47.459+03:00,GET,https://www.onread.com/font/monsterrat/montserrat.css?v=1465990458,HTTP/1.1,914,0,,200,OK,HTTP/1.1,0,text/css,,,514,253,,,0,-1,94,-1,-1,-1,0,104.24.118.116,,96,value,
14,,2019-10-08T16:41:47.552+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.css?v=1465990458,HTTP/1.1,921,0,,200,OK,HTTP/1.1,0,text/css,,,516,807,,,0,-1,113,-1,-1,-1,0,104.24.118.116,,114,value,
15,,2019-10-08T16:41:47.552+03:00,GET,https://www.onread.com/js/mCustomScrollbar/jquery.mCustomScrollbar.css?v=1465990458,HTTP/1.1,931,0,,200,OK,HTTP/1.1,0,text/css,,,516,5421,,,0,-1,114,-1,-1,-1,0,104.24.118.116,,116,value,
16,,2019-10-08T16:41:47.552+03:00,GET,https://www.onread.com/js/noos-select/jquery.noos.select.css?v=1465990458,HTTP/1.1,921,0,,200,OK,HTTP/1.1,0,text/css,,,516,728,,,0,-1,113,-1,-1,-1,0,104.24.118.116,,114,value,
17,,2019-10-08T16:41:47.591+03:00,GET,https://www.onread.com/js/poshytip/tip-basic/tip-basic.css?v=1465990458,HTTP/1.1,919,0,,200,OK,HTTP/1.1,0,text/css,,,516,562,,,0,-1,93,-1,-1,-1,0,104.24.118.116,,93,value,
18,,2019-10-08T16:41:47.673+03:00,GET,https://www.onread.com/js/fancybox-2.1.5/jquery.fancybox.css?v=1465990458,HTTP/1.1,921,0,,200,OK,HTTP/1.1,0,text/css,,,516,1257,,,0,-1,103,-1,-1,-1,0,104.24.118.116,,104,value,
19,,2019-10-08T16:41:47.673+03:00,GET,https://www.onread.com/css/popup.css?v=1465990458,HTTP/1.1,897,0,,200,OK,HTTP/1.1,0,text/css,,,516,1402,,,0,-1,103,-1,-1,-1,0,104.24.118.116,,104,value,
20,,2019-10-08T16:41:47.673+03:00,GET,https://www.onread.com/assets/37e991fb/authchoice.css?v=1485418581,HTTP/1.1,914,0,,200,OK,HTTP/1.1,0,text/css,,,516,272,,,0,-1,103,-1,-1,-1,0,104.24.118.116,,104,value,
21,,2019-10-08T16:41:46.881+03:00,CONNECT,https://www.facebook.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,40,0,-1,0,2287,0,31.13.92.36,,2327,,Unable to connect to host
22,,2019-10-08T16:41:50.001+03:00,GET,https://www.onread.com/font/lato/lato.css?v=1465990458,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/css,,,516,240,,,0,-1,105,-1,-1,-1,0,104.24.118.116,,106,value,
23,,2019-10-08T16:41:50.227+03:00,GET,https://ws.sharethis.com/button/async-buttons.js,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,application/javascript,,,551,18855,,,0,-1,102,-1,-1,-1,26,13.225.249.84,,128,,
24,,2019-10-08T16:41:50.439+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,text/css,,,509,3851,,,0,-1,96,-1,-1,-1,3,13.225.249.84,,100,,
25,,2019-10-08T16:41:50.443+03:00,GET,https://count-server.sharethis.com/v2.0/get_counts?url=https%3A%2F%2Fwww.onread.com%2F&cb=stButtons.processCB&wd=true,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,248,715,,,0,-1,234,-1,-1,-1,0,3.210.94.27,,234,value,
26,,2019-10-08T16:41:50.485+03:00,GET,https://counter.yadro.ru/hit?t44.6;r;s800*600*24;uhttps%3A//www.onread.com/;0.9629518770316949,HTTP/1.1,445,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=windows-1251,,https://counter.yadro.ru/p.gif,229,322,,,0,0,229,212,0,256,0,88.212.196.122,,487,value,
27,,2019-10-08T16:41:50.493+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11744,,,0,-1,96,-1,-1,-1,3,157.240.1.23,,101,value,
28,,2019-10-08T16:41:50.663+03:00,GET,https://apis.google.com/se/0/_/+1/fastbutton?usegapi=1&size=medium&count=true&origin=https%3A%2F%2Fwww.onread.com&url=https%3A%2F%2Fwww.onread.com%2F&gsrc=3p&ic=1&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,975,0,,404,Not Found,HTTP/1.1,0,text/html; charset=utf-8,,,685,807,,,0,0,97,151,0,183,1,172.217.23.142,,282,value,
29,,2019-10-08T16:41:50.720+03:00,GET,https://counter.yadro.ru/p.gif,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/gif,,,278,43,,,0,-1,141,-1,-1,-1,0,88.212.196.122,,142,,
30,,2019-10-08T16:41:50.751+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,0,0,94,270,0,311,1,143.204.192.67,,407,,
31,,2019-10-08T16:41:50.860+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=be2d6f7-16dab9a7639-621935f-3&sessionID=1570542110196.74433&hostname=www.onread.com&location=%2F&product=widget&stid=&fcmp=false&publisher=ce4d76e8-da89-4a31-a7bf-990c41bf4c78&refDomain=&refQuery=&consentDomain=.consensu.org&url=https%3A%2F%2Fwww.onread.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&ts1570542110196.0=&sop=false,HTTP/1.1,1015,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,456,51,,,0,-1,93,-1,-1,-1,0,3.120.46.255,,94,value,
32,,2019-10-08T16:41:50.946+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570542110957&cid=c010&dmn=www.onread.com,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,958,,,0,-1,87,-1,-1,-1,0,104.103.117.198,,88,value,
33,,2019-10-08T16:41:51.055+03:00,GET,https://t.sharethis.com/a/t_.htm?ver=0.308.14285&cid=c010,HTTP/1.1,600,0,,200,OK,HTTP/1.1,0,text/html,,,414,1084,,,0,-1,94,-1,-1,-1,0,104.103.117.198,,95,value,
34,,2019-10-08T16:41:51.986+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,0,-1,98,-1,-1,-1,22,172.217.16.136,,121,,
35,,2019-10-08T16:41:52.135+03:00,GET,https://ssl.google-analytics.com/__utm.gif?utmwv=5.7.2&utms=2&utmn=866058068&utmhn=www.onread.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&utmhid=1678695496&utmr=-&utmp=%2F&utmht=1570542112126&utmac=UA-12428980-1&utmcc=__utma%3D195420018.1565853555.1570542086.1570542086.1570542086.1%3B%2B__utmz%3D195420018.1570542086.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,1022,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,0,-1,88,-1,-1,-1,0,172.217.16.136,,89,value,
36,,2019-10-08T16:41:52.227+03:00,GET,https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fwww.onread.com&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,633,362,,,0,0,101,199,0,246,0,216.58.206.13,,349,value,
37,,2019-10-08T16:41:52.680+03:00,GET,https://apis.google.com/js/rpc:shindig_random.js?onload=init,HTTP/1.1,785,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4856,,,0,0,117,231,0,275,2,172.217.23.142,,396,value,
38,,2019-10-08T16:41:55.690+03:00,GET,https://id5-sync.com/s/121/2.gif?puid=ZGgAEV2cliEAAAASOvXbAw%3D%3D&gdpr=0&gdpr_consent=,HTTP/1.1,472,0,,302,,HTTP/1.1,0,,,https://id5-sync.com/c/121/121/2/1.gif?puid=ZGgAEV2cliEAAAASOvXbAw%3D%3D&gdpr=0&gdpr_consent=,963,0,,,0,35,137,4427,0,4466,0,54.36.123.231,,4640,value,
39,,2019-10-08T16:41:55.856+03:00,GET,https://id5-sync.com/c/121/121/2/1.gif?puid=ZGgAEV2cliEAAAASOvXbAw%3D%3D&gdpr=0&gdpr_consent=,HTTP/1.1,586,0,,302,,HTTP/1.1,0,,,https://sync.mathtag.com/sync/img?mt_exid=10089&mt_exuid=ID5-ZHMOT8QoeuOvgzdMmfFZ0ONzhG2VdORtUVycJjLPWA&redir=https%3A%2F%2Fid5-sync.com%2Fc%2F121%2F3%2F1%2F2.gif%3Fpuid%3D%5BUUID%5D%26gdpr%3D0%26gdpr_consent%3D&gdpr=0&gdpr_consent=,1237,0,,,0,-1,166,-1,-1,-1,0,54.36.123.231,,167,value,
40,,2019-10-08T16:41:57.078+03:00,GET,"https://t.sharethis.com/d/a.gif?cid=c010&dmn=www.onread.com&tt=t.dhj&dhjLcy=93&lbl=pxcel&flbl=pxcel&ll=d&ver=0.308.14285&ell=d&cck=__stid&pn=%2F&qs=na&rdn=www.onread.com&rpn=%2F&rqs=na&cc=IL&cont=AS&ipaddr=&evid=Hnsmr2WAHqd5Ld6aOImq&urls=!2!0!b-140,!2!0!b-12g,!2!0!b-10o,!2!0!b-12y,!2!0!b-12u&rnd=1570542114193&cid=c010&version=0.308.14285&cc=IL&cont=AS&repeat=0&htmLcy=3",HTTP/1.1,832,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,0,-1,107,-1,-1,-1,0,104.103.117.198,,108,value,
41,,2019-10-08T16:41:57.110+03:00,GET,https://pixel.tapad.com/idsync/ex/receive?partner_id=2326&gdpr=0&gdpr_consent=&partner_device_id=ZGgAEV2cliEAAAASOvXbAw%3D%3D,HTTP/1.1,510,0,,302,Found,HTTP/1.1,0,,,https://pixel.tapad.com/idsync/ex/receive/check?partner_id=2326&gdpr=0&gdpr_consent=&partner_device_id=ZGgAEV2cliEAAAASOvXbAw%3D%3D,686,0,,,0,37,104,5873,0,5891,0,35.227.248.159,,6033,value,
42,,2019-10-08T16:41:57.219+03:00,GET,https://p.rfihub.com/cm?in=1&pub=24273&userid=ZGgAEV2cliEAAAASOvXbAw%3D%3D,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,image/gif,,,923,42,,,0,37,250,5951,0,5989,4,205.210.187.129,,6281,value,
43,,2019-10-08T16:41:57.251+03:00,GET,https://pixel.tapad.com/idsync/ex/receive/check?partner_id=2326&gdpr=0&gdpr_consent=&partner_device_id=ZGgAEV2cliEAAAASOvXbAw%3D%3D,HTTP/1.1,596,0,,200,OK,HTTP/1.1,0,image/png,,,566,95,,,0,-1,108,-1,-1,-1,0,35.227.248.159,,108,value,
44,,2019-10-08T16:41:57.552+03:00,GET,https://sync.mathtag.com/sync/img?mt_exid=10089&mt_exuid=ID5-ZHMOT8QoeuOvgzdMmfFZ0ONzhG2VdORtUVycJjLPWA&redir=https%3A%2F%2Fid5-sync.com%2Fc%2F121%2F3%2F1%2F2.gif%3Fpuid%3D%5BUUID%5D%26gdpr%3D0%26gdpr_consent%3D&gdpr=0&gdpr_consent=,HTTP/1.1,617,0,,302,Moved Temporarily,HTTP/1.1,0,image/gif,,https://sync.mathtag.com/sync/img?mt_exid=10089&mt_exuid=ID5-ZHMOT8QoeuOvgzdMmfFZ0ONzhG2VdORtUVycJjLPWA&redir=https%3A%2F%2Fid5-sync.com%2Fc%2F121%2F3%2F1%2F2.gif%3Fpuid%3D%5BUUID%5D%26gdpr%3D0%26gdpr_consent%3D&gdpr=0&gdpr_consent=&mm_bnc&mm_bct&UUID=fd1b5d9c-8b0e-4900-b6de-615d36f17a65,781,0,,,0,31,127,1459,0,1488,0,185.29.133.52,,1648,value,
45,,2019-10-08T16:41:57.693+03:00,GET,https://sync.mathtag.com/sync/img?mt_exid=10089&mt_exuid=ID5-ZHMOT8QoeuOvgzdMmfFZ0ONzhG2VdORtUVycJjLPWA&redir=https%3A%2F%2Fid5-sync.com%2Fc%2F121%2F3%2F1%2F2.gif%3Fpuid%3D%5BUUID%5D%26gdpr%3D0%26gdpr_consent%3D&gdpr=0&gdpr_consent=&mm_bnc&mm_bct&UUID=fd1b5d9c-8b0e-4900-b6de-615d36f17a65,HTTP/1.1,724,0,,302,Moved Temporarily,HTTP/1.1,0,image/gif,,https://id5-sync.com/c/121/3/1/2.gif?puid=fd1b5d9c-8b0e-4900-b6de-615d36f17a65&gdpr=0&gdpr_consent=,663,0,,,0,-1,122,-1,-1,-1,0,185.29.133.52,,123,value,
46,,2019-10-08T16:41:57.821+03:00,GET,https://id5-sync.com/c/121/3/1/2.gif?puid=fd1b5d9c-8b0e-4900-b6de-615d36f17a65&gdpr=0&gdpr_consent=,HTTP/1.1,626,0,,302,,HTTP/1.1,0,,,https://secure.adnxs.com/getuid?https://id5-sync.com/c/121/2/0/3.gif?puid=$UID&gdpr=0&gdpr_consent=,1012,0,,,0,-1,107,-1,-1,-1,0,54.36.123.231,,108,value,
47,,2019-10-08T16:41:59.077+03:00,GET,https://map.go.affec.tv/map/st/?pid=ZGgAEV2cliEAAAASOvXbAw%3D%3D,HTTP/1.1,449,0,,303,See Other,HTTP/1.1,0,text/html; charset=utf-8,,https://secure.adnxs.com/getuid?https%3A%2F%2Fmap.go.affec.tv%2Fmap%2Fan%2F%24UID%3Fch%3D5d9c9639c7c6f700010bb880%26chc%3Dst%26redirect_url%3D,980,172,,,0,37,97,7841,0,7859,0,13.224.132.29,,7994,value,
48,,2019-10-08T16:41:59.629+03:00,GET,https://pixel.mathtag.com/sync/img?redir=https%3A%2F%2Fsync.sharethis.com%2Fmediamath%3Fuid%3D%5BMM_UUID%5D,HTTP/1.1,492,0,,302,Moved Temporarily,HTTP/1.1,0,image/gif,,https://pixel.mathtag.com/sync/img?redir=https%3A%2F%2Fsync.sharethis.com%2Fmediamath%3Fuid%3D%5BMM_UUID%5D&mm_bnc&mm_bct&UUID=48f05d9c-8be4-4f00-b514-b48f70fbe56c,631,0,,,0,36,364,8371,0,8405,0,212.55.189.160,,8807,value,
49,,2019-10-08T16:41:59.964+03:00,GET,https://ssl.gstatic.com/accounts/o/3679174131-postmessagerelay.js,HTTP/1.1,602,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,4091,,,0,46,93,6849,0,6891,1,172.217.18.163,,7033,,
50,,2019-10-08T16:41:59.995+03:00,GET,https://pixel.mathtag.com/sync/img?redir=https%3A%2F%2Fsync.sharethis.com%2Fmediamath%3Fuid%3D%5BMM_UUID%5D&mm_bnc&mm_bct&UUID=48f05d9c-8be4-4f00-b514-b48f70fbe56c,HTTP/1.1,715,0,,302,Moved Temporarily,HTTP/1.1,0,image/gif,,https://sync.sharethis.com/mediamath?uid=fd1b5d9c-8b0e-4900-b6de-615d36f17a65,422,0,,,0,-1,98,-1,-1,-1,0,212.55.189.160,,98,value,
