,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.queryString.name,request.url,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,467,HTTP/1.1,GET,,https://www.instagram.com/,9888,,,text/html; charset=utf-8,0,2963,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:01.820+03:00,3497,0,,2646,29,418,6,2593,396
1,,,0,,546,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/ConsumerUICommons.css/802576b4f658.css,12705,,,text/css,0,349,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.646+03:00,707,0,,287,0,305,1,235,112
2,,,0,,549,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/ConsumerAsyncCommons.css/0e446629b601.css,2978,,,text/css,0,348,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.649+03:00,431,0,,291,0,31,1,235,106
3,,,0,,537,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/Consumer.css/d282813449dc.css,12689,,,text/css,0,349,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.666+03:00,728,0,,300,0,316,1,243,109
4,,,0,,540,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/LandingPage.css/fcbab16f3f4c.css,3719,,,text/css,0,348,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.667+03:00,437,0,,300,0,26,1,239,108
5,,,0,,518,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/Vendor.js/59e340c75ebf.js,64524,,,text/javascript,0,356,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.678+03:00,607,0,,295,0,191,6,241,115
6,,,0,,517,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/en_US.js/6544d9388135.js,43246,,,text/javascript,0,356,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.711+03:00,290,-1,,-1,-1,164,0,-1,124
7,,,0,,530,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/ConsumerLibCommons.js/32bb12e4168d.js,118488,,,text/javascript,0,357,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.820+03:00,2799,-1,,-1,-1,2687,0,-1,110
8,,,0,,529,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/ConsumerUICommons.js/9dc14efb0eb5.js,36452,,,text/javascript,0,356,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:02.824+03:00,221,-1,,-1,-1,112,1,-1,108
9,,,0,,532,HTTP/1.1,GET,,https://www.instagram.com/static/bundles/metro/ConsumerAsyncCommons.js/5c99532b783d.js,23785,,,text/javascript,0,356,HTTP/1.1,,200,OK,185.60.217.174,2019-10-06T16:40:03.002+03:00,2186,-1,,-1,-1,2083,0,-1,102
