,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T13:21:15.592+03:00,GET,https://www.whatshouldireadnext.com/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,417,10330,,,4409,9,0,139,4370,756,2,217.160.0.94,,5318,
1,,2019-10-11T13:21:16.401+03:00,GET,https://www.whatshouldireadnext.com/wsirn.css,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,text/css,,,265,10315,,,-1,2,-1,-1,-1,126,2,217.160.0.94,,131,
2,,2019-10-11T13:21:16.537+03:00,GET,https://www.whatshouldireadnext.com/mobile.css,HTTP/1.1,442,0,,200,OK,HTTP/1.1,0,text/css,,,264,6539,,,-1,0,-1,-1,-1,126,0,217.160.0.94,,127,
3,,2019-10-11T13:21:16.668+03:00,GET,https://www.whatshouldireadnext.com/ads/css/uss.css,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,text/css,,,264,7256,,,-1,0,-1,-1,-1,123,0,217.160.0.94,,124,
4,,2019-10-11T13:21:16.784+03:00,GET,https://www.whatshouldireadnext.com/javascript/fixioslabels.js,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,application/javascript,,,276,427,,,372,0,0,0,342,120,3,217.160.0.94,,496,
5,,2019-10-11T13:21:16.785+03:00,GET,https://www.whatshouldireadnext.com/javascript/checky.js,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,application/javascript,,,276,525,,,372,0,0,0,343,120,1,217.160.0.94,,495,
6,,2019-10-11T13:21:16.786+03:00,GET,https://www.whatshouldireadnext.com/ads/js/uss-jsonp.js,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/javascript,,,278,4294,,,374,0,0,0,344,217,1,217.160.0.94,,594,
7,,2019-10-11T13:21:16.786+03:00,GET,https://www.whatshouldireadnext.com/images/logo.png,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,image/png,,,264,2993,,,375,0,0,0,344,114,1,217.160.0.94,,491,
8,,2019-10-11T13:21:18.098+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,617,32954,,,1653,65,0,35,1629,106,0,216.58.205.234,,1862,
9,,2019-10-11T13:21:21.360+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,3018,1,0,24,2999,108,0,157.240.1.23,,3154,
