,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T08:03:16.411+03:00,GET,https://snes.party/,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,310,710,,,4,107,1,2449,2498,6,0,45.63.119.229,,2617,,
1,,2019-10-12T08:03:16.554+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.css,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,337,511765,,,2,188,-1,-1,-1,366,-1,45.63.119.229,,557,,
2,,2019-10-12T08:03:16.740+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,351,995512,,,1,214,0,145,179,507,0,45.63.119.229,,903,,
3,,2019-10-12T08:03:20.702+03:00,GET,https://fonts.googleapis.com/css?family=Pacifico,HTTP/1.1,374,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,416,,,0,103,3,4109,4138,2,0,172.217.23.138,,4249,value,
4,,2019-10-12T08:03:20.705+03:00,GET,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic&subset=latin",HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,423,,,0,101,0,3474,3536,1,0,172.217.23.138,,3641,value,
5,,2019-10-12T08:03:22.373+03:00,OPTIONS,https://new.engine.snes.party/,HTTP/1.1,439,0,,204,No Content,HTTP/1.1,0,,,,526,0,,,0,115,0,1308,1335,0,0,165.22.204.53,,1453,,
6,,2019-10-12T08:03:22.494+03:00,POST,https://new.engine.snes.party/,HTTP/1.1,419,127,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,338,356,,,0,93,-1,-1,-1,0,-1,165.22.204.53,,94,,
7,,2019-10-12T08:03:23.025+03:00,GET,https://new.engine.snes.party/websocket?token=eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJrb3NtaSIsImV4cCI6MTU3MzI3Njg0OCwiaWF0IjoxNTcwODU3NjQ4LCJpc3MiOiJrb3NtaSIsImp0aSI6Ijg4YjI5OWY2LWVjMDEtNDE0MC05YTE4LWZlMTY1MDY2OWM5ZCIsIm5iZiI6MTU3MDg1NzY0Nywic3ViIjoiMDE0ZjUyNjItNGM3Zi00MjQyLWI5MjYtOGQzYzA1YWMxY2U5IiwidHlwIjoiYWNjZXNzIn0.eq7RiMLcfiNAoJBRZEgx2WHITGJznHEG2iZid82j2nrXG5CguPvAVTNyJNbM2yhxKByZukE39hCYiaw0udU0mg&vsn=2.0.0,HTTP/1.1,872,0,,426,Upgrade Required,HTTP/1.1,0,,,,122,0,,,1,102,0,332,378,0,0,165.22.204.53,,482,value,
8,,2019-10-12T08:03:23.155+03:00,GET,https://snes.party/,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,310,710,,,0,113,-1,-1,-1,0,-1,45.63.119.229,,114,,
9,,2019-10-12T08:03:23.301+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.css,HTTP/1.1,464,0,,304,Not Modified,HTTP/1.1,0,,,,261,0,,,0,109,-1,-1,-1,0,-1,45.63.119.229,,110,,
10,,2019-10-12T08:03:23.409+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.js,HTTP/1.1,448,0,,304,Not Modified,HTTP/1.1,0,,,,261,0,,,0,101,-1,-1,-1,0,-1,45.63.119.229,,102,,
11,,2019-10-12T08:03:23.622+03:00,POST,https://new.engine.snes.party/,HTTP/1.1,419,127,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,338,356,,,0,105,-1,-1,-1,0,-1,165.22.204.53,,106,,
12,,2019-10-12T08:03:23.678+03:00,GET,https://fonts.gstatic.com/s/lato/v16/S6uyw4BMUTPHjx4wXg.woff2,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,23484,,,1,98,0,791,832,70,0,172.217.22.3,,1001,,
13,,2019-10-12T08:03:23.753+03:00,GET,https://fonts.gstatic.com/s/lato/v16/S6u9w4BMUTPHh6UVSwiPGQ.woff2,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,22992,,,1,91,0,2405,2435,44,0,172.217.22.3,,2573,,
14,,2019-10-12T08:03:23.754+03:00,GET,https://fonts.gstatic.com/s/pacifico/v16/FwZY7-Qmy14u9lezJ-6H6Mk.woff2,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,30928,,,1,93,0,792,833,61,0,172.217.22.3,,990,,
15,,2019-10-12T08:03:24.105+03:00,GET,https://new.engine.snes.party/websocket?token=eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJrb3NtaSIsImV4cCI6MTU3MzI3Njg0OSwiaWF0IjoxNTcwODU3NjQ5LCJpc3MiOiJrb3NtaSIsImp0aSI6IjMzZDhkN2YwLWM4ZTAtNDJiMi1iYjRkLWVmMzFjNTAwM2EzZiIsIm5iZiI6MTU3MDg1NzY0OCwic3ViIjoiYjMzOTYzZTYtY2UyZC00NjQ0LTljOTQtNGU2N2IzMGJlNjgwIiwidHlwIjoiYWNjZXNzIn0.EhSVXfikZRQIGyQFY6mIYEctnWqRRHsFILusPL3YmVOOqrgRCs-zDxdmsqcNb82TuL63pLxQ9B5Oy5Ttvb6bgQ&vsn=2.0.0,HTTP/1.1,872,0,,426,Upgrade Required,HTTP/1.1,0,,,,122,0,,,1,98,0,330,355,0,0,165.22.204.53,,455,value,
16,,2019-10-12T08:03:24.217+03:00,GET,https://snes.party/,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,310,710,,,0,106,-1,-1,-1,0,-1,45.63.119.229,,107,,
17,,2019-10-12T08:03:24.340+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.css,HTTP/1.1,464,0,,304,Not Modified,HTTP/1.1,0,,,,261,0,,,0,110,-1,-1,-1,0,-1,45.63.119.229,,111,,
18,,2019-10-12T08:03:24.340+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.js,HTTP/1.1,448,0,,304,Not Modified,HTTP/1.1,0,,,,261,0,,,0,110,-1,-1,-1,0,-1,45.63.119.229,,111,,
19,,2019-10-12T08:03:24.585+03:00,POST,https://new.engine.snes.party/,HTTP/1.1,419,127,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,165.22.204.53,,0,,No response received
