,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T14:08:46.976+03:00,GET,https://www.onread.com/,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,906,10085,,,1867,29,0,1834,131,2,173,104.24.118.116,,2204,
1,,2019-10-11T14:08:47.211+03:00,GET,https://www.onread.com/assets/3ed9eeed/css/bootstrap.css?v=1434471202,HTTP/1.1,674,0,,200,OK,HTTP/1.1,0,text/css,,,517,19958,,,-1,38,-1,-1,-1,1,105,104.24.118.116,,145,value
2,,2019-10-11T14:08:47.361+03:00,GET,https://www.onread.com/font/lato/lato.css?v=1465990458,HTTP/1.1,659,0,,200,OK,HTTP/1.1,0,text/css,,,516,240,,,-1,1,-1,-1,-1,0,99,104.24.118.116,,101,value
3,,2019-10-11T14:08:47.375+03:00,GET,https://www.onread.com/font/monsterrat/montserrat.css?v=1465990458,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/css,,,515,253,,,147,3,0,118,0,0,93,104.24.118.116,,244,value
4,,2019-10-11T14:08:47.387+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.mobile-1.4.5.css?v=1465990458,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/css,,,518,26000,,,159,35,0,130,0,1,117,104.24.118.116,,314,value
5,,2019-10-11T14:08:47.387+03:00,GET,https://www.onread.com/font/font-awesome/font-awesome.css?v=1465990458,HTTP/1.1,675,0,,200,OK,HTTP/1.1,0,text/css,,,516,6203,,,160,3,0,131,0,1,107,104.24.118.116,,273,value
6,,2019-10-11T14:08:47.389+03:00,GET,https://www.onread.com/css/forms.css?v=1467023433,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1646,,,164,1,0,133,0,1,101,104.24.118.116,,269,value
7,,2019-10-11T14:08:47.390+03:00,GET,https://www.onread.com/css/buttons.css?v=1465990458,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/css,,,518,1653,,,164,1,0,133,0,0,125,104.24.118.116,,291,value
8,,2019-10-11T14:08:47.474+03:00,GET,https://www.onread.com/css/icons.css?v=1465990458,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/css,,,516,1971,,,-1,1,-1,-1,-1,2,91,104.24.118.116,,94,value
9,,2019-10-11T14:08:47.481+03:00,GET,https://www.onread.com/css/main.css?v=1485960792,HTTP/1.1,653,0,,200,OK,HTTP/1.1,0,text/css,,,518,18978,,,-1,33,-1,-1,-1,0,102,104.24.118.116,,136,value
10,,2019-10-11T14:08:47.502+03:00,GET,https://www.onread.com/css/bootstrap.css?v=1465990458,HTTP/1.1,658,0,,200,OK,HTTP/1.1,0,text/css,,,517,4054,,,-1,1,-1,-1,-1,0,92,104.24.118.116,,95,value
11,,2019-10-11T14:08:47.508+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.core.css?v=1465990458,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/css,,,515,545,,,-1,0,-1,-1,-1,1,95,104.24.118.116,,97,value
12,,2019-10-11T14:08:47.541+03:00,GET,https://www.onread.com/js/jquery.ui/jquery.ui.datepicker.css?v=1465990458,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,text/css,,,516,807,,,-1,0,-1,-1,-1,0,97,104.24.118.116,,98,value
