,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.wait,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T14:57:25.566+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1368,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,2,-1,-1,0,104,-1,-1,216.58.207.66,,107,,
1,,2019-10-12T14:57:25.577+03:00,GET,http://www.shutupandtakemymoney.com/,HTTP/1.1,1099,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,544,49168,,,66,-1,-1,0,3172,-1,-1,104.24.18.117,,3238,,
2,,2019-10-12T14:57:28.776+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstyOdDENxLhmu-RYDhFM3XXIhi2flGCfQEa1ThupNoNlmeVOhyMZK6hV-UbWLSHoRwOh3qvz-a7kXSQ3m_Xk0y09vg-MU7xz27kivYto_TlRn1Sc-8&sai=AMfl-YRZz6Z61K4Tl2rP2dxIyj62vJ-7yqbdecgv-d_yHLn78ENR0m37W-MIofbJ-lXCo4WxhQ57wXPZ9TwVQ5LMDHsRH7GohCKsq_Y&sig=Cg0ArKJSzIgE3ZuZh1gyEAE&cid=CAASFeRo1TddzpSLiOJt1M3K_8qadiUGcw&id=ampeos&o=428,10783&d=350,200&ss=800,600&bs=800,600&mcvt=0&mtos=0,0,0,0,0&tos=0,0,0,0,0&tfs=0&tls=0&g=0&h=0&pt=9414&tt=21869&rpt=9414&rst=1570881423040&r=de&isd=inside&msd=inside",HTTP/1.1,1873,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,0,105,-1,-1,216.58.207.66,,106,value,
3,,2019-10-12T14:57:28.879+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/themes/arras/newstyle1.css,HTTP/1.1,1053,0,,404,Not Found,HTTP/1.1,0,text/html;charset=UTF-8,,,467,-1,,,8,-1,-1,0,2067,-1,-1,104.24.18.117,,2076,,
4,,2019-10-12T14:57:28.911+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstuLWgzlkME-0uEaU2fG5k8JPSHjJzhyk3dtP2VaXvLka0rRdnUlnbfwMn0-R13Ew0XUtqRQzYdQH_yAVhQBkg_tjNvSt1JrSrJ5A93DdaEUlIQRNI&sai=AMfl-YSW-gGbnhTljOPMoKkbN7oF3rIgaqlupdgblaOgmCvl_iLiHtXFpkyUdF9SOXl_bSALOxIw0sxd5-Q6HZsI_lPb179_aJUgDzg&sig=Cg0ArKJSzE4TtQcNETf8EAE&cid=CAASFeRoEHdrthkiVZmAcyJb16RGnmKsbA&id=ampeos&o=862,395&d=300,600&ss=800,600&bs=800,600&mcvt=0&mtos=0,0,0,0,0&tos=0,0,0,0,0&tfs=0&tls=0&g=0&h=0&pt=9374&tt=20846&rpt=9374&rst=1570881423121&r=de&isd=inside&msd=inside",HTTP/1.1,1842,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,0,109,-1,-1,216.58.207.66,,110,value,
5,,2019-10-12T14:57:28.911+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsu1inb-aYET9nQGulttlTQjAQY4-s63KaEGl2T_mw5Dn2AtJVpVaUk_uWmyWXTPF0fZ4X8zQvzDgFaPrNouNQozGwdPpMV_yVomf8umasRqYhWPAdk&sai=AMfl-YRhH333ZABxD4OCtaSfOr1OJixzXlNUEhGsmuCgZcqB0dCsByiNFv0yEA_fuiQIyGvD76De59IxX4lvP3dAX_oHfnmDrTAtB6Y&sig=Cg0ArKJSzKCvU7qeXFw1EAE&cid=CAASFeRo2vW59EG9Mc6k4GbKXAxwnZ940w&id=ampeos&o=862,1231&d=250,250&ss=800,600&bs=800,600&mcvt=0&mtos=0,0,0,0,0&tos=0,0,0,0,0&tfs=0&tls=0&g=0&h=0&pt=9295&tt=20902&rpt=9295&rst=1570881423165&r=de&isd=inside&msd=inside",HTTP/1.1,1852,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,0,130,0,109,0,98,216.58.207.66,,241,value,
6,,2019-10-12T14:57:28.926+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjss-17IvgHqEUAPLHZPmFy1LuRfCDVhcR-7MIq7bnTieSdDl4BPp2S-InL1mbhu0lXkGUVYz9ueosjYMNRwIi3TKCTSWT4L7oEoJwdyw3QKKuqGle-A&sai=AMfl-YShmoDt2AUtCOtp9iU7XVXUx9bEUojAQE5y4cjIBq_8cxG0QzzVQyJNx9Ah6eyq5Gn0UgleIExveTkKHZFMYs9U6cKZn_1E8jM&sig=Cg0ArKJSzGmBBoG3P8wqEAE&cid=CAASEuRov9LDJybkHRKV9MXBUTx1tQ&adk=3428921553&tt=3081&bs=0%2C0&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=0,0,0,0&mcvt=0&rs=1&ht=0&mc=0&lte=-1&bas=0&bac=0&if=1&met=no&avms=nio&niot_obs=9&niot_cbk=23&md=2&lm=2&rst=1570881428716&dlt=386&rpt=222&isd=0&oseid=3&xdi=1&ps=-12245933%2C-12245933&ss=800%2C600&pt=16721&bin=1&deb=1-1-1-47-175-14-176-174-0-0-0&tvt=19793&is=0%2C0&iframe_loc=http%3A%2F%2Fshutupandtakemymoney.com%2Fadzonec728.html&r=u&id=osdim&vs=2&uc=170&upc=10&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=4&v=20191011",HTTP/1.1,2135,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,0,138,0,105,0,112,216.58.207.66,,245,value,
7,,2019-10-12T14:57:28.926+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/harry-potter-wooden-bookmarks-suatmm.jpg,HTTP/1.1,1104,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,211803,,,5259,-1,-1,0,345,-1,-1,104.24.18.117,,5605,,
8,,2019-10-12T14:57:28.982+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,106,-1,-1,0,101,-1,-1,89.187.169.79,,208,,
9,,2019-10-12T14:57:28.983+03:00,GET,https://load.sumo.com/78.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,101903,,,108,-1,-1,0,99,-1,-1,89.187.169.79,,208,,
