,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,response._error
47,,2019-10-12T14:40:17.432+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=776697478737855&correlator=2412710672802443&output=ldjh&impl=fifs&adsid=NT&eid=21064212%2C21064688&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A536870920%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191012&iu_parts=15184186%2Csporcle_300_Flex_BTF%2Csporcle_300x250_ATF%2Csporcle_300x250_BTF%2Csporcle_728x90_ATF&enc_prev_ius=%2F0%2F1%2C%2F0%2F2%2C%2F0%2F3%2C%2F0%2F4&prev_iu_szs=300x250%7C300x600%2C300x250%2C300x250%2C728x90&prev_scp=amznbid%3D2%26amznp%3D2%7Camznbid%3D2%26amznp%3D2%7Camznbid%3D2%26amznp%3D2%7Camznbid%3D2%26amznp%3D2&eri=1&cust_params=user-agent%3DChrome%2520Headless%26PageType%3D14%26ul%3D0&cookie=ID%3D865c5e245757f018%3AT%3D1570881352%3AS%3DALNI_MbdlapCuo4aWbtRuZ9xtqbjoO5r_Q&bc=31&abxe=1&lmt=1570880417&dt=1570880417044&dlt=1570880413703&idt=955&frm=20&biw=793&bih=579&oid=3&adxs=640%2C640%2C20%2C33&adys=4796%2C983%2C5804%2C5&adks=3395509772%2C1318988201%2C1271645335%2C3241475122&ucis=1%7C2%7C3%7C4&ifi=1&u_tz=180&u_his=3&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fwww.sporcle.com%2F&dssz=48&icsg=140737532460848&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x266%7C300x4527%7C590x7364%7C728x106&msz=300x250%7C300x250%7C590x250%7C728x90&ga_vid=1764772103.1570880217&ga_sid=1570880417&ga_hid=1333820217&fws=0%2C0%2C0%2C0&ohw=0%2C0%2C0%2C0,HTTP/1.1,value,1791,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,954,11833,,,284,0,22,0,229,0,400,216.58.207.34,,708,
48,,2019-10-12T14:40:17.432+03:00,GET,https://cdn-sic.33across.com/1/javascripts/sic.js,HTTP/1.1,,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,547,128166,,,290,0,740,0,236,0,188,104.16.38.14,,1219,
49,,2019-10-12T14:40:17.614+03:00,GET,https://cluster-na.cdnjquery.com/color/jquery.color-2.1.2.min.js?integrity=btjsonpcallback1570880416074&checksum=%7B%22cbc%22%3A0%2C%22st%22%3A2%2C%22au%22%3A%5B%5D%2C%22hau%22%3A%5B%5D%2C%22ref%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22aa%22%3A3%2C%22pgid%22%3A%220f135788-ece5-11e9-bed1-f31b7113ec27%22%2C%22v%22%3A1%2C%22format%22%3A%22jsonp%22%7D&o=https%3A%2F%2Fwww.sporcle.com%2F&csVersion=1.18.7,HTTP/1.1,value,725,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,250,92,,,466,0,0,0,412,0,166,34.206.108.72,,633,
50,,2019-10-12T14:40:17.707+03:00,GET,https://ad-delivery.net/beacon.js,HTTP/1.1,,349,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,520,632,,,485,0,0,0,450,0,96,143.204.192.43,,583,
51,,2019-10-12T14:40:16.988+03:00,CONNECT,https://web.hb.ad.cpe.dotomi.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,740,0,0,0,-1,0,0,159.127.41.114,,740,Unable to connect to host
52,,2019-10-12T14:40:17.808+03:00,GET,https://ad-delivery.net/px.gif?ch=1&e=0.7195431332999427,HTTP/1.1,value,408,0,,200,OK,HTTP/1.1,0,image/gif,,,486,43,,,-1,-1,0,-1,-1,0,92,143.204.192.43,,93,
53,,2019-10-12T14:40:17.857+03:00,GET,https://d.pub.network/rfm/cookie/deb03e54-570e-4ad5-bdd3-60a968dc8418,HTTP/1.1,,552,0,,200,OK,HTTP/1.1,0,application/json,,,301,3,,,711,0,0,0,678,0,196,35.188.71.214,,908,
54,,2019-10-12T14:40:17.893+03:00,GET,https://d.pub.network/classification?siteId=592&pageUrl=https://www.sporcle.com/,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,application/json,,,301,3,,,741,0,0,0,689,0,258,35.188.71.214,,1000,
55,,2019-10-12T14:40:18.274+03:00,GET,https://de.tynt.com/deb/v2?id=dv3UEm-Yir5lQMacwqm_6l&dn=TI&cc=1&r=,HTTP/1.1,value,560,0,,200,,HTTP/1.1,0,application/javascript,,,451,544,,,416,0,0,0,386,0,304,208.100.17.186,,721,
56,,2019-10-12T14:40:18.303+03:00,GET,https://de.tynt.com/deb/v2?m=xch&id=dv3UEm-Yir5lQMacwqm_6l&dn=TI&cc=1&r=,HTTP/1.1,value,566,0,,200,,HTTP/1.1,0,application/javascript,,,304,4,,,410,0,0,0,378,0,274,208.100.17.186,,685,
57,,2019-10-12T14:40:18.432+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjssTeONBkxUEWSncw4lHRbCcOJCSeXrdKXvpXi9-lDXGSaiWQwj68JauT9HKA98_0X8kaBSUqQUJf_JZIY9JNYwihwhOslL3mucUFt2ohu2s76Y41dmYUY9HRk9xBhYl7teNNFgmxvS8zMS3wfRTj4-ZSxRX45CrZWFfTdN7jsTGyu8g-qAkLkaY5TU1NQrsSM2wmHjPpCGvu2teaUielPza8OpW0c8GrmfFNY947s14tvxiNEJCzeNe8rN4oWgzPwYvdoWu_vJ5s1eRiRGVB8rK8nA1ik93AQmI&sig=Cg0ArKJSzGPhOdiz-80CEAE&urlfix=1&adurl=,HTTP/1.1,value,786,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,275,0,0,0,246,0,147,216.58.207.34,,424,
58,,2019-10-12T14:40:18.587+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsuMt6PPF6QBzlD6CnGQFsqBe7DENoMBKJd3RYEbrcYYwArRuucPZ0JKFpGHx6C1gKOqGsM4DWz0uNBqhVb2PPP7Q3DQz2iXhowHyPsSZnwr44q08J7QF4MNNkwuZFYt_8i8jYHKDZ2hfeDnXnHPTryyL-_bmrHrg6nNpUxBYA_-GVhYv2_zLiw_-rZkvJRDwalKsxrXvQV9ewEiQujitroMSppUmiZS-IhCXqZAfP8ylmd8F4Pb7iD-2ArzEeXd9diZ-8UwOjjI4sZFRhJzlDGmRb3w0FV2sg&sig=Cg0ArKJSzAp7eJ19OGC7EAE&urlfix=1&adurl=,HTTP/1.1,value,784,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,-1,0,-1,-1,0,95,216.58.207.34,,95,
59,,2019-10-12T14:40:18.841+03:00,GET,https://cdn-sic.33across.com/1/stylesheets/sic.css,HTTP/1.1,,443,0,,200,OK,HTTP/1.1,0,text/css,,,532,2446,,,245,0,13,0,214,0,203,104.16.38.14,,463,
60,,2019-10-12T14:40:18.841+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,,422,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,902,,,247,0,0,0,217,0,207,104.124.174.167,,456,
61,,2019-10-12T14:40:19.141+03:00,GET,https://d2na2p72vtqyok.cloudfront.net/client-embed/ca3e1043-799d-4a44-bc34-c8546ee2da35.js,HTTP/1.1,,406,0,,200,OK,HTTP/1.1,0,application/javascript,,,560,21339,,,452,0,2,0,423,0,141,13.226.6.184,,597,
62,,2019-10-12T14:40:19.306+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,value,394,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29055,,,220,0,72,0,182,0,125,172.217.23.130,,419,
63,,2019-10-12T14:40:19.563+03:00,GET,https://b2c.insticator.com/v3/pages/usertracking,HTTP/1.1,,579,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,431,2776,,,236,0,10,0,216,0,195,104.20.24.11,,442,
64,,2019-10-12T14:40:19.745+03:00,CONNECT,https://ssc.33across.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,424,0,0,0,-1,0,0,67.202.110.13,,424,Unable to connect to host
65,,2019-10-12T14:40:19.714+03:00,CONNECT,https://ap.lijit.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,462,0,0,0,-1,0,0,72.251.249.14,,462,Unable to connect to host
66,,2019-10-12T14:40:20.258+03:00,GET,https://hbx.media.net/bxl.js?cid=8CUFH1GPH&dn=www.sporcle.com&version=&https=1,HTTP/1.1,value,776,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,298,6639,,,1009,0,0,0,968,0,137,212.55.190.85,,1147,
67,,2019-10-12T14:40:20.389+03:00,POST,https://c.pub.network/c,HTTP/1.1,,539,3348,,200,OK,HTTP/1.1,0,text/plain;charset=utf-8,,,301,36,,,7422,0,0,0,7386,1,314,35.226.36.58,,7738,
68,,2019-10-12T14:40:20.605+03:00,POST,https://event.insticator.com/v1/event?event_name=event_pageview,HTTP/1.1,value,495,494,,201,Created,HTTP/1.1,0,,,,535,0,,,291,0,0,0,178,0,204,104.20.25.11,,497,
69,,2019-10-12T14:40:22.295+03:00,GET,https://s.ntv.io/serve/load.js,HTTP/1.1,,346,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,657,90166,,,155,0,68,0,117,0,97,212.55.190.81,,322,
70,,2019-10-12T14:40:23.270+03:00,GET,https://acdn.adnxs.com/ib/static/usersync/v3/async_usersync.html,HTTP/1.1,,690,0,,200,OK,HTTP/1.1,0,text/html,,,372,506,,,142,0,0,0,104,0,36,212.55.188.252,,179,
71,,2019-10-12T14:40:23.311+03:00,GET,https://acdn.adnxs.com/ib/static/usersync/v3/async_usersync.html,HTTP/1.1,,690,0,,200,OK,HTTP/1.1,0,text/html,,,372,506,,,-1,-1,0,-1,-1,0,39,212.55.188.252,,39,
72,,2019-10-12T14:40:23.350+03:00,GET,https://eus.rubiconproject.com/usync.html,HTTP/1.1,,1580,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,429,7652,,,222,0,0,0,191,0,219,104.124.167.236,,443,
73,,2019-10-12T14:40:23.354+03:00,GET,https://acdn.adnxs.com/ib/static/usersync/v3/async_usersync.html,HTTP/1.1,,690,0,,200,OK,HTTP/1.1,0,text/html,,,372,506,,,-1,-1,0,-1,-1,0,65,212.55.188.252,,66,
74,,2019-10-12T14:40:23.441+03:00,GET,https://u.openx.net/w/1.0/pd,HTTP/1.1,,703,0,,200,OK,HTTP/1.1,0,text/html,,,546,68,,,298,0,4,0,272,0,326,34.95.124.132,,630,
75,,2019-10-12T14:40:23.647+03:00,GET,https://de.tynt.com/deb/v2?m=xch&rt=html&id=cMWh6SHhir6lW2aKkGJozW,HTTP/1.1,value,713,0,,200,,HTTP/1.1,0,text/html,,,438,592,,,525,0,0,0,490,0,193,208.100.17.186,,719,
76,,2019-10-12T14:40:24.292+03:00,GET,https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=33across&endpoint=eu,HTTP/1.1,value,1051,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,416,2842,,,397,0,0,36,367,0,99,23.194.9.47,,534,
77,,2019-10-12T14:40:24.632+03:00,GET,https://px.adhigh.net/p/cm/rubicon,HTTP/1.1,,463,0,,302,Found,HTTP/1.1,0,,,https://pixel.rubiconproject.com/tap.php?v=324610&nid=4628&put=8QXK9YXNHBE.AikABlFtv9M5XA,758,0,,,384,0,0,31,354,0,126,136.243.72.231,,543,
78,,2019-10-12T14:40:24.752+03:00,GET,https://b1sync.zemanta.com/usersync/rubicon/,HTTP/1.1,,413,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,https://stags.bluekai.com/site/23178?id=rDp-sjf0vF1nvRQGL5R2&redir=https%3A%2F%2Fb1sync.zemanta.com%2Fusersync%2Fbluekai%2Fcallback%2F%3Fd%3DNB2HI4DTHIXS64ZON52XIYTSMFUW4LTDN5WS65JRF5ZT6ZLYMNUGC3THMU6XE5LCNFRW63RGOJSWI2LSMVRXIPLIOR2HA4ZFGNASKMSGEUZEM4DJPBSWYLTSOVRGSY3PNZYHE33KMVRXILTDN5WSKMSGORQXALTQNBYCKM2GOYSTGRBRGQ2DKOJYEUZDM3TJMQSTGRBTHE4TEJJSGZSXQ4DJOJSXGJJTIQZTAJJSGZYHK5BFGNCF6X22KVEUIX27EZ5HK2LEHVZEI4BNONVGMMDWIYYW45SSKFDUYNKSGI,848,466,,,527,0,0,25,508,0,167,64.202.112.63,,721,
79,,2019-10-12T14:40:25.006+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/amp4ads-v0.js,HTTP/1.1,,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,70044,,,7073,0,355,27,7041,0,135,172.217.18.161,,7592,
80,,2019-10-12T14:40:25.041+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/amp4ads-host-v0.js,HTTP/1.1,,381,0,,200,OK,HTTP/1.1,0,text/javascript,,,1329,7119,,,146,0,265,0,115,0,96,172.217.18.161,,509,
81,,2019-10-12T14:40:25.059+03:00,GET,https://assets.bounceexchange.com/assets/smart-tag/versioned/ijs_all_modules_d69e5cee1bb28009159dc29dcdf2cad4.js,HTTP/1.1,,535,0,,200,OK,HTTP/1.1,0,text/javascript,,,802,88597,,,5347,0,194,0,5309,0,98,34.98.72.95,,5640,
82,,2019-10-12T14:40:25.059+03:00,GET,https://aax-eu.amazon-adsystem.com/s/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=dm_dmx,HTTP/1.1,value,598,0,,200,OK,HTTP/1.1,0,text/html;charset=ISO-8859-1,,,693,185,,,5117,0,0,36,5089,0,131,52.94.220.16,,5285,
83,,2019-10-12T14:40:25.059+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1778,,,5165,0,0,0,5128,0,120,157.240.1.23,,5287,
84,,2019-10-12T14:40:25.081+03:00,GET,https://hbx.media.net/checksync.php?&vsSync=1&cs=1&hb=1&cv=37&ndec=1&cid=8CUFH1GPH&prvid=56%2C70%2C77%2C80%2C82%2C97%2C99%2C109%2C111%2C112%2C113%2C139%2C154%2C157%2C159%2C175%2C178%2C10000&https=1,HTTP/1.1,value,1048,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,292,6466,,,73,0,0,0,45,0,61,212.55.190.85,,135,
85,,2019-10-12T14:40:25.085+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,456,335,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,5336,0,0,0,5307,0,255,143.204.194.27,,5592,
86,,2019-10-12T14:40:25.085+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth2,client/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,,677,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,101170,,,5161,0,162,0,5135,0,112,216.58.207.78,,5436,
87,,2019-10-12T14:40:25.087+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-ad-exit-0.1.js,HTTP/1.1,,384,0,,200,OK,HTTP/1.1,0,text/javascript,,,1329,5411,,,4960,0,145,0,4938,0,111,172.217.18.161,,5217,
88,,2019-10-12T14:40:25.145+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-analytics-0.1.js,HTTP/1.1,,386,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,40838,,,154,0,347,0,118,0,86,172.217.18.161,,589,
89,,2019-10-12T14:40:25.150+03:00,GET,https://pixel.rubiconproject.com/tap.php?v=324610&nid=4628&put=8QXK9YXNHBE.AikABlFtv9M5XA,HTTP/1.1,value,1094,0,,422,Unprocessable Entity,HTTP/1.1,0,,,,246,99,,,383,0,0,0,343,0,104,69.173.144.165,,489,
90,,2019-10-12T14:40:25.400+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-fit-text-0.1.js,HTTP/1.1,,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,1329,1388,,,-1,-1,0,-1,-1,0,168,172.217.18.161,,169,
91,,2019-10-12T14:40:25.572+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-form-0.1.js,HTTP/1.1,,381,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,13920,,,-1,-1,894,-1,-1,0,160,172.217.18.161,,1055,
92,,2019-10-12T14:40:22.214+03:00,CONNECT,https://ssc.33across.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,3461,0,0,0,-1,0,0,67.202.110.13,,3461,Unable to connect to host
93,,2019-10-12T14:40:22.214+03:00,CONNECT,https://qcx.quantserve.com:8443,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,3461,0,0,0,-1,0,0,91.228.72.18,,3461,Unable to connect to host
94,,2019-10-12T14:40:25.721+03:00,GET,https://script.crazyegg.com/pages/scripts/0011/9717.js,HTTP/1.1,,432,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,747,176,,,3117,0,0,46,3081,0,104,104.19.147.8,,3268,
95,,2019-10-12T14:40:25.898+03:00,GET,https://tpc.googlesyndication.com/daca_images/simgad/15826735528220624361,HTTP/1.1,,425,0,,200,OK,HTTP/1.1,0,image/png,,,547,58779,,,290,0,120,0,260,0,81,172.217.16.129,,492,
96,,2019-10-12T14:40:25.922+03:00,GET,https://s.adtelligent.com/sync.html?aid=410295,HTTP/1.1,value,595,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,311,660,,,3557,0,0,0,3522,0,167,198.147.26.154,,3726,
97,,2019-10-12T14:40:25.922+03:00,GET,https://ic.tynt.com/b/p?id=dv3UEm-Yir5lQMacwqm_6l&lm=0&ts=1570880415404&dn=TI&iso=0&img=https%3A%2F%2Fdnlzsmybcpo0z.cloudfront.net%2Fimages%2Fbig%2Fdefault.jpg%3Fv%3D10104&t=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&cu=https%3A%2F%2Fwww.sporcle.com%2F,HTTP/1.1,value,727,0,,200,OK,HTTP/1.1,0,image/gif,,,409,35,,,3553,0,0,34,3521,0,177,208.100.17.190,,3766,
98,,2019-10-12T14:40:25.954+03:00,GET,https://ads.pubmatic.com/AdServer/js/showad.js,HTTP/1.1,,914,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,729,14898,,,296,0,0,0,273,0,80,212.55.189.139,,378,
99,,2019-10-12T14:40:26.089+03:00,GET,https://tpc.googlesyndication.com/pagead/images/abg/en.png,HTTP/1.1,,410,0,,200,OK,HTTP/1.1,0,image/png,,,580,2982,,,-1,-1,1,-1,-1,0,103,172.217.16.129,,105,
100,,2019-10-12T14:40:26.229+03:00,GET,https://tpc.googlesyndication.com/pagead/images/abg/icon.png,HTTP/1.1,,412,0,,200,OK,HTTP/1.1,0,image/png,,,577,344,,,-1,-1,0,-1,-1,0,89,172.217.16.129,,89,
101,,2019-10-12T14:40:26.997+03:00,GET,https://sync.tidaltv.com/GenericUserSync.ashx?dpid=695,HTTP/1.1,value,423,0,,302,Found,HTTP/1.1,0,,,https://sync.tidaltv.com/genericusersync.ashx?dpid=695&s_h=1,458,0,,,2751,0,0,28,2721,0,99,52.51.129.53,,2880,
102,,2019-10-12T14:40:27.018+03:00,GET,https://cdn.districtm.io/ids/index.html,HTTP/1.1,,868,0,,200,OK,HTTP/1.1,0,text/html,,,500,80,,,1877,0,0,0,1842,0,174,104.16.68.69,,2053,
103,,2019-10-12T14:40:27.055+03:00,GET,https://sync.tidaltv.com/genericusersync.ashx?dpid=rubicon,HTTP/1.1,value,427,0,,302,Found,HTTP/1.1,0,,,https://sync.tidaltv.com/genericusersync.ashx?dpid=rubicon&s_h=1,462,0,,,2061,0,0,0,2021,0,126,52.51.129.53,,2189,
104,,2019-10-12T14:40:27.186+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,,362,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1072,22372,,,168,0,34,0,132,0,100,157.240.1.23,,303,
105,,2019-10-12T14:40:27.205+03:00,GET,https://sync.tidaltv.com/genericusersync.ashx?dpid=695&s_h=1,HTTP/1.1,value,486,0,,302,Found,HTTP/1.1,0,,,https://pixel.rubiconproject.com/tap.php?v=7206&nid=1197&put=bf80d9f9-dbdd-40fb-bf87-911d25b07d29&expires=30,539,0,,,-1,-1,0,-1,-1,0,112,52.51.129.53,,113,
106,,2019-10-12T14:40:27.206+03:00,GET,https://cdn.districtm.io/ids/idsync.4fd5df3e.js,HTTP/1.1,,739,0,,200,OK,HTTP/1.1,0,application/javascript,,,644,2132,,,-1,-1,70,-1,-1,0,100,104.16.68.69,,171,
107,,2019-10-12T14:40:27.252+03:00,GET,https://sync.tidaltv.com/genericusersync.ashx?dpid=rubicon&s_h=1,HTTP/1.1,value,490,0,,302,Found,HTTP/1.1,0,,,https://sb.scorecardresearch.com/p?c1=9&c2=5989497&cs_xi=ab0b857f-9502-4551-876d-63e20ed8e17a&rn=TIMESTAMP&cs_xs=2189&r=https%3A%2F%2Fsync.tidaltv.com%2Fgenericusersync.ashx%3Fdpid%3D1166,618,0,,,-1,-1,0,-1,-1,0,113,52.51.129.53,,114,
108,,2019-10-12T14:40:27.258+03:00,GET,https://eus.rubiconproject.com/usync.html?geo=na&co=us&s=ms2,HTTP/1.1,value,1787,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,429,7652,,,277,0,0,0,247,1,102,104.124.167.236,,381,
109,,2019-10-12T14:40:27.359+03:00,GET,https://pixel.rubiconproject.com/tap.php?v=7206&nid=1197&put=bf80d9f9-dbdd-40fb-bf87-911d25b07d29&expires=30,HTTP/1.1,value,1113,0,,200,OK,HTTP/1.1,0,image/gif,,,1291,42,,,-1,-1,0,-1,-1,0,112,69.173.144.165,,113,
110,,2019-10-12T14:40:27.784+03:00,GET,https://sic.33across.com/authorize?gdprConsentLength=0&version=2.58.0&agent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36&product=inview&userId=&sessionId=&publisherURL=https%3A%2F%2Fwww.sporcle.com%2F&referrerURL=&publisherId=dv3UEm-Yir5lQMacwqm_6l&publisher=sporcle2.com&viewportWidth=793&viewportHeight=579&screenWidth=800&screenHeight=600&scrollX=0&scrollY=0&pageVisibility=visible&pageWidth=992&pageHeight=8299&_=1570880418446&callback=_tynt_jp.aa5hh0jeg,HTTP/1.1,value,1160,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,888,802,,,416,0,0,0,383,0,182,54.205.96.176,,599,
111,,2019-10-12T14:40:27.902+03:00,GET,https://rcp.c.appier.net/rbcm,HTTP/1.1,,398,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,https://pixel.rubiconproject.com/tap.php?v=70596&nid=3632&put=xrq3aFqwDR-OY163wr-hXQ&expires=365,498,131,,,3616,0,0,32,3589,0,291,172.104.180.146,,3941,
112,,2019-10-12T14:40:27.960+03:00,GET,https://securepubads.g.doubleclick.net/pagead/adview?ai=C2g64t7-hXfCjL5GCgQe_nIKICtmA6eVY1eXnpoYJ-_WsiZIOEAEg-72bGmD5uvSDnBCgAfmgpOoCyAEC4AIAqAMByAMIqgTHAU_Qh_Xzs-BQOYinmMfoZlBqlTqHLU7eIMU9814G-YmEtQ9UhhWhj12LJ0dMuJy4b-os7fRfEOM6jOHyGcnhBr70YQwwTU4KRpgEtKjN48moZ5AkdNeszzsvbCgRQg3CdLAP7ChQfTCLlqTyd2gsYmdL_3_hbs8Q2-kOU4eJsZGUaTA7N7kLAQh0J82bKMbYjdws91rAQa0iYOkPf_C-8AwY6dsgbyJkc4NJcIU3NK-KgQhWXKYW7KGmnoVaUPfUmjqfOWvi9JXABIj1p9n-AeAEAZIFBAgEGAGSBQQIBRgEoAYCgAfv3tuVAagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHBBDopQHSCAcIgGEQARgdgAoD2BMM&sigh=tG2akDt9DrA&tpd=AGWhJmvVVgtmBygO4lMHoEVEdlffr7vjDg-IUW0c8LiqDYqC7g,HTTP/1.1,value,1095,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,564,0,,,3470,0,0,0,3439,0,99,216.58.207.34,,3570,
113,,2019-10-12T14:40:28.238+03:00,GET,https://sb.scorecardresearch.com/p?c1=9&c2=5989497&cs_xi=ab0b857f-9502-4551-876d-63e20ed8e17a&rn=TIMESTAMP&cs_xs=2189&r=https%3A%2F%2Fsync.tidaltv.com%2Fgenericusersync.ashx%3Fdpid%3D1166,HTTP/1.1,value,620,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://sync.tidaltv.com/genericusersync.ashx?dpid=1166,324,0,,,256,0,0,0,234,0,96,104.124.174.167,,353,
114,,2019-10-12T14:40:28.253+03:00,GET,https://securepubads.g.doubleclick.net/tag/js/gpt.js,HTTP/1.1,,446,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,14512,,,-1,-1,30,-1,-1,0,96,216.58.207.34,,127,
115,,2019-10-12T14:40:28.254+03:00,GET,https://stags.bluekai.com/site/23178?id=rDp-sjf0vF1nvRQGL5R2&redir=https%3A%2F%2Fb1sync.zemanta.com%2Fusersync%2Fbluekai%2Fcallback%2F%3Fd%3DNB2HI4DTHIXS64ZON52XIYTSMFUW4LTDN5WS65JRF5ZT6ZLYMNUGC3THMU6XE5LCNFRW63RGOJSWI2LSMVRXIPLIOR2HA4ZFGNASKMSGEUZEM4DJPBSWYLTSOVRGSY3PNZYHE33KMVRXILTDN5WSKMSGORQXALTQNBYCKM2GOYSTGRBRGQ2DKOJYEUZDM3TJMQSTGRBTHE4TEJJSGZSXQ4DJOJSXGJJTIQZTAJJSGZYHK5BFGNCF6X22KVEUIX27EZ5HK2LEHVZEI4BNONVGMMDWIYYW45SSKFDUYNKSGI,HTTP/1.1,value,848,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://b1sync.zemanta.com/usersync/bluekai/callback/?d=NB2HI4DTHIXS64ZON52XIYTSMFUW4LTDN5WS65JRF5ZT6ZLYMNUGC3THMU6XE5LCNFRW63RGOJSWI2LSMVRXIPLIOR2HA4ZFGNASKMSGEUZEM4DJPBSWYLTSOVRGSY3PNZYHE33KMVRXILTDN5WSKMSGORQXALTQNBYCKM2GOYSTGRBRGQ2DKOJYEUZDM3TJMQSTGRBTHE4TEJJSGZSXQ4DJOJSXGJJTIQZTAJJSGZYHK5BFGNCF6X22KVEUIX27EZ5HK2LEHVZEI4BNONVGMMDWIYYW45SSKFDUYNKSGI,845,0,,,2429,0,0,34,2392,0,243,184.85.62.104,,2707,
